资产账号,交易日（天）,日均权益（自然日）,日均权益(交易日),期末权益汇总
8729980,199,1,1,199
7385002,199,0,0,0
8771199,199,12245.25151,12245.25151,2436805.05
8722161,199,2215.667286,2215.667286,440917.79
8702382,199,1,1,199
8726831,199,299.9748241,299.9748241,59694.99
8752268,199,8.25,8.25,1641.75
6090202,199,23.32,23.32,4640.68
8775201,199,0,0,0
8769118,69,0.331658291,0.956521739,66
7121026,199,3,3,597
6026105,199,1,1,199
8769665,199,1634.333266,1634.333266,325232.32
8739791,199,10637.37729,10637.37729,2116838.08
8721879,199,1.95,1.95,388.05
8728083,199,100,100,19900
7931006,199,0,0,0
8732032,199,19146.51834,19146.51834,3810157.15
8700929,199,70759.17889,70759.17889,14081076.6
8732739,199,0,0,0
8700732,199,6.74,6.74,1341.26
8776975,199,1,1,199
7125208,199,1.32,1.32,262.68
8753075,199,1.14,1.14,226.86
8711001,199,410.9319598,410.9319598,81775.46
7255010,199,0.45,0.45,89.55
8582032,199,0.44,0.44,87.56
8100768,199,1705.618141,1705.618141,339418.01
8750931,199,0,0,0
8758005,199,1,1,199
8767171,199,1.84,1.84,366.16
8738729,199,4.24,4.24,843.76
8738053,199,39.52,39.52,7864.48
8715016,199,1.76,1.76,350.24
8751823,199,1,1,199
8722359,199,0,0,0
8750871,199,1,1,199
8716995,199,221.3,221.3,44038.7
8752379,199,33.63,33.63,6692.37
8772597,199,236.1690955,236.1690955,46997.65
8732905,199,1.04,1.04,206.96
8762077,199,1.96,1.96,390.04
8762176,199,189.4041206,189.4041206,37691.42
8999908,199,0,0,0
8739259,199,1.3,1.3,258.7
8730775,199,2.29,2.29,455.71
7692007,199,0,0,0
8736718,199,0,0,0
7112012,199,2.01,2.01,399.99
7121030,199,29.5,29.5,5870.5
7805163,199,36135.03402,36135.03402,7190871.77
8703650,199,0,0,0
8760735,199,21260.76141,21260.76141,4230891.52
8775352,199,21006.15568,21006.15568,4180224.98
8759907,199,0,0,0
8732265,199,2.7,2.7,537.3
8728203,199,62.15,62.15,12367.85
8773611,199,0,0,0
8712020,199,128964.7269,128964.7269,25663980.66
8771299,199,647587.0526,647587.0526,128869823.5
7103000,199,0,0,0
7811025,199,0,0,0
8722860,199,1,1,199
8771918,199,2377.747437,2377.747437,473171.74
8775329,199,0,0,0
6088905,199,0,0,0
8801321,199,0,0,0
8758273,199,10.46,10.46,2081.54
8735301,199,0,0,0
7719326,199,0,0,0
8762725,199,1.33,1.33,264.67
8776791,199,22098.62497,22098.62497,4397626.37
8776272,199,22887.90482,22887.90482,4554693.06
8773835,199,2926.841407,2926.841407,582441.44
8729506,199,0,0,0
8726052,199,8348.117236,8348.117236,1661275.33
8776572,199,24967.01482,24967.01482,4968435.95
8717031,199,2.84,2.84,565.16
8751601,199,15530.99578,15530.99578,3090668.16
8772715,199,141310.2799,141310.2799,28120745.7
8701810,199,3236.130251,3236.130251,643989.92
8706282,199,338.33,338.33,67327.67
8725952,199,1.39,1.39,276.61
8751089,199,34932.12317,34932.12317,6951492.51
8712726,199,1.46,1.46,290.54
8580116,199,0,0,0
7923055,199,0,0,0
3000858,199,2538.634472,2538.634472,505188.26
7022001,199,1,1,199
8767238,199,408.5701005,408.5701005,81305.45
8765123,199,1.01,1.01,200.99
8705580,199,1.16,1.16,230.84
8773301,199,0,0,0
8716795,199,2,2,398
8755512,199,18941.89698,18941.89698,3769437.5
8767333,199,1,1,199
7990006,199,1.96,1.96,390.04
8727751,199,1.48,1.48,294.52
8771068,199,2203.591508,2203.591508,438514.71
8728237,199,0,0,0
8767280,199,0,0,0
8717396,199,57372.49724,57372.49724,11417126.95
7832131,199,0,0,0
8722228,199,0,0,0
8757763,199,1.17,1.17,232.83
8767916,199,5286.585528,5286.585528,1052030.52
8703898,199,60536.28915,60536.28915,12046721.54
8731668,199,0,0,0
7129001,199,16,16,3184
8760379,199,0,0,0
8712025,199,1.91,1.91,380.09
8772608,199,112.9797487,112.9797487,22482.97
8769529,199,11209.79704,11209.79704,2230749.61
7653029,199,1,1,199
8765391,199,0,0,0
8722588,199,200,200,39800
8760589,199,121.58,121.58,24194.42
8770669,199,1,1,199
8581170,199,3.47,3.47,690.53
8768363,199,1,1,199
8761120,199,6.030150754,6.030150754,1200
8763928,199,1,1,199
7270052,199,0,0,0
8580853,199,3674.572211,3674.572211,731239.87
8101235,199,7329.014271,7329.014271,1458473.84
8758192,199,6.42,6.42,1277.58
7268000,199,13.93,13.93,2772.07
7725033,199,2967.289296,2967.289296,590490.57
8729117,199,562.42,562.42,111921.58
7270021,199,2.31,2.31,459.69
8758791,199,156262.8907,156262.8907,31096315.25
8767080,199,402.8090452,402.8090452,80159
8758677,199,20344.88116,20344.88116,4048631.35
8722320,199,1001.96,1001.96,199390.04
7097001,199,287.2188945,287.2188945,57156.56
7676001,199,2,2,398
8775505,199,3.1,3.1,616.9
7579063,199,1.09,1.09,216.91
8706006,199,14688.82231,14688.82231,2923075.64
8723590,199,1.68,1.68,334.32
8728925,199,10.17,10.17,2023.83
7805211,199,1.09,1.09,216.91
8726626,199,7029.25206,7029.25206,1398821.16
8753858,199,0,0,0
8763185,199,0,0,0
8720363,199,15.97025126,15.97025126,3178.08
6007502,199,0.07,0.07,13.93
8581232,199,48000.28251,48000.28251,9552056.22
8763553,199,52291.18598,52291.18598,10405946.01
8711766,199,1041.99,1041.99,207356.01
8772369,199,11353.11965,11353.11965,2259270.81
8580017,199,0,0,0
8720973,199,1054.74,1054.74,209893.26
8728972,199,1570.267035,1570.267035,312483.14
8801081,199,0,0,0
8752621,199,2521.457035,2521.457035,501769.95
8775592,199,0,0,0
8735113,199,1.9,1.9,378.1
7585011,199,0,0,0
8725091,199,0,0,0
8776569,199,3215.910352,3215.910352,639966.16
7213158,199,8947.49,8947.49,1780550.51
8831376,199,1,1,199
6021215,199,1,1,199
6021808,199,6.11,6.11,1215.89
8723688,199,4647.785025,4647.785025,924909.22
7805752,199,13342.85683,13342.85683,2655228.51
8831893,199,0,0,0
7270067,199,0,0,0
7071022,199,0,0,0
8769307,199,1589.436633,1589.436633,316297.89
6029812,199,2.99,2.99,595.01
7933121,199,10220.95246,10220.95246,2033969.54
8737121,199,17604.02397,17604.02397,3503200.77
8758250,199,1.77,1.77,352.23
8772561,199,3847.089146,3847.089146,765570.74
8720792,199,1,1,199
8760090,199,27896.67352,27896.67352,5551438.03
8723735,199,69369.04859,69369.04859,13804440.67
8717831,199,1395.372714,1395.372714,277679.17
7173020,199,7081.800905,7081.800905,1409278.38
8757170,199,14784.77759,14784.77759,2942170.74
6090201,199,99.95,99.95,19890.05
8712556,199,1.16,1.16,230.84
8737651,199,1.11,1.11,220.89
8759069,199,33956.86317,33956.86317,6757415.77
8705126,199,29419.10206,29419.10206,5854401.31
8721838,199,0,0,0
8755719,199,6.66,6.66,1325.34
8761171,199,0,0,0
8702088,199,1.38,1.38,274.62
8715713,199,4.74,4.74,943.26
7068097,199,1,1,199
8772672,199,1.24,1.24,246.76
8769152,199,20508.33,20508.33,4081157.67
8758699,199,1.01,1.01,200.99
8727535,199,500,500,99500
8769312,199,1002.79,1002.79,199555.21
7700261,199,0,0,0
8761511,199,10399.82698,10399.82698,2069565.57
8757561,199,2.24,2.24,445.76
8727618,199,86.87,86.87,17287.13
7096005,199,103.65,103.65,20626.35
6009202,199,73.32,73.32,14590.68
8701507,199,3458.983618,3458.983618,688337.74
8705688,199,2055.95,2055.95,409134.05
8732162,199,52209.14186,52209.14186,10389619.23
8762277,199,1,1,199
8738156,199,0,0,0
8775077,199,7.9,7.9,1572.1
8729906,199,0,0,0
8717810,199,8533.398543,8533.398543,1698146.31
8750171,199,52745.64578,52745.64578,10496383.51
8737216,199,2.71,2.71,539.29
7027002,199,3881.33,3881.33,772384.67
8761219,199,3.53,3.53,702.47
8735717,199,9241.860101,9241.860101,1839130.16
8760971,199,0,0,0
8729322,199,0,0,0
8760188,199,232.68,232.68,46303.32
7125158,199,1.11,1.11,220.89
8776330,199,2020.494422,2020.494422,402078.39
8733109,199,148010.4768,148010.4768,29454084.88
8772217,199,0,0,0
8726956,199,1.62,1.62,322.38
8705261,199,568133.284,568133.284,113058523.5
8738632,199,2053.377889,2053.377889,408622.2
8731635,199,2.6,2.6,517.4
8767772,199,1.81,1.81,360.19
8701110,199,1,1,199
7068138,199,38.84075377,38.84075377,7729.31
8737081,199,0,0,0
8721372,199,0,0,0
8775513,199,14210.90899,14210.90899,2827970.89
7276009,199,1.01,1.01,200.99
8710751,199,22124.37392,22124.37392,4402750.41
8777581,199,7843.373719,7843.373719,1560831.37
7739888,199,1.98,1.98,394.02
8706813,199,0,0,0
8739707,199,1,1,199
8775811,199,1.09,1.09,216.91
8769917,199,1.4,1.4,278.6
8755130,199,11492.24965,11492.24965,2286957.68
8771217,199,2126.808945,2126.808945,423234.98
8751882,199,0,0,0
8719031,199,0,0,0
8725515,199,4.9,4.9,975.1
7805278,199,0,0,0
8830477,199,0,0,0
8706095,199,14634.73402,14634.73402,2912312.07
7011107,199,0.27,0.27,53.73
8769558,199,0,0,0
8752337,199,1,1,199
8735290,199,7.31,7.31,1454.69
8763999,199,15363.82779,15363.82779,3057401.73
8728128,199,770.8839698,770.8839698,153405.91
8772615,199,8604.508191,8604.508191,1712297.13
7989022,199,1,1,199
8725560,199,1,1,199
8758388,199,0,0,0
8736869,199,17748.49161,17748.49161,3531949.83
7805520,199,1,1,199
8756290,199,1,1,199
8758527,199,673.6042211,673.6042211,134047.24
8773238,199,0,0,0
8728592,199,1,1,199
8723969,199,6242.337136,6242.337136,1242225.09
8733309,199,43424.38558,43424.38558,8641452.73
8755683,199,6178.982211,6178.982211,1229617.46
8739088,199,32.55,32.55,6477.45
8718207,199,9.22,9.22,1834.78
7577067,199,1.36,1.36,270.64
8705237,199,6.87,6.87,1367.13
8758351,199,1.11,1.11,220.89
8731871,199,12036.21101,12036.21101,2395205.99
8101969,199,3855.48809,3855.48809,767242.13
8770057,199,1,1,199
6016921,199,1691.17,1691.17,336542.83
8723957,199,2237.484221,2237.484221,445259.36
6003108,199,1.18,1.18,234.82
8733085,199,0,0,0
7555868,199,2.59,2.59,515.41
8717617,199,0,0,0
8759252,199,1,1,199
8769951,199,0,0,0
8737803,199,0,0,0
8731503,199,0.99,0.99,197.01
8718038,199,10722.16005,10722.16005,2133709.85
8702857,199,9.96,9.96,1982.04
8717385,199,0,0,0
8750777,199,1,1,199
7118290,199,33534.18106,33534.18106,6673302.03
7107012,199,1,1,199
7999085,199,0,0,0
8705939,199,15,15,2985
8100085,199,0,0,0
8753983,199,1.02,1.02,202.98
8776902,48,127.9005025,530.2541667,25452.2
8800612,199,2122.63,2122.63,422403.37
8735910,199,0,0,0
8766997,199,0,0,0
8767817,199,0,0,0
8752253,199,1,1,199
8739532,199,0,0,0
8732608,199,3.01,3.01,598.99
8753115,199,8.59,8.59,1709.41
8720261,199,1,1,199
8756700,199,0,0,0
8701785,199,23682.81789,23682.81789,4712880.76
8726886,199,5316.093467,5316.093467,1057902.6
7320002,199,1,1,199
7177000,199,1,1,199
8771368,199,13674.15487,13674.15487,2721156.82
8755825,199,0,0,0
8752896,199,1.69,1.69,336.31
6001322,199,10,10,1990
8759998,199,0,0,0
8772860,199,216363.6671,216363.6671,43056369.76
3000876,199,6719.154925,6719.154925,1337111.83
7162003,199,1,1,199
7719135,199,0,0,0
8761792,199,1,1,199
8758078,199,101.8325126,101.8325126,20264.67
8772571,199,584.5463819,584.5463819,116324.73
6002008,199,1.6,1.6,318.4
8831937,199,1,1,199
8732530,199,33792.1495,33792.1495,6724637.75
8761175,199,1,1,199
8730889,75,0.351758794,0.933333333,70
8720511,199,1,1,199
8716582,199,1,1,199
8766029,199,3134.218291,3134.218291,623709.44
8701301,199,0,0,0
8721203,199,97.21909548,97.21909548,19346.6
8757727,199,1.45,1.45,288.55
8763258,199,1,1,199
8739512,199,5687.30593,5687.30593,1131773.88
7121000,199,1,1,199
7222126,199,4.53,4.53,901.47
7270137,199,0.29,0.29,57.71
7666081,199,0,0,0
8773119,199,0,0,0
8730225,199,1.66,1.66,330.34
8756909,199,1.16,1.16,230.84
8762591,199,3665.411055,3665.411055,729416.8
8768087,199,0,0,0
8739759,199,0,0,0
7397012,199,0,0,0
7766010,199,0.31,0.31,61.69
8701881,199,151.25,151.25,30098.75
8723838,199,0,0,0
8739685,199,1,1,199
8762926,199,776.3795477,776.3795477,154499.53
7719305,199,79.77,79.77,15874.23
7070662,199,0,0,0
7832078,199,5.15,5.15,1024.85
8733156,199,1,1,199
8731731,199,1.05,1.05,208.95
6000305,199,0,0,0
8730613,199,0,0,0
8726732,199,0,0,0
8712627,199,1.07,1.07,212.93
8736165,199,1534.643317,1534.643317,305394.02
7003003,199,0,0,0
8763769,199,0,0,0
8768386,199,1.97,1.97,392.03
8733311,199,13270.57226,13270.57226,2640843.88
8723559,199,13532.93995,13532.93995,2693055.05
8767031,199,4.58,4.58,911.42
8763809,199,154558.4828,154558.4828,30757138.07
8771032,199,1.07,1.07,212.93
7070560,199,618.4949246,618.4949246,123080.49
8830857,199,0.02,0.02,3.98
6021257,199,62.78,62.78,12493.22
8711362,199,7.5,7.5,1492.5
8753700,199,5874.09,5874.09,1168943.91
8729792,199,6315.64,6315.64,1256812.36
8703189,199,22.86,22.86,4549.14
8830861,199,221.6770854,221.6770854,44113.74
8736893,199,1,1,199
8580570,199,9.09,9.09,1808.91
8680028,199,91.27,91.27,18162.73
8739331,199,1.7,1.7,338.3
8730107,199,97641.10307,97641.10307,19430579.51
8758966,199,17153.43553,17153.43553,3413533.67
8100659,199,3.26,3.26,648.74
7070533,199,19.23,19.23,3826.77
8768867,199,105.57,105.57,21008.43
8761967,199,1.57,1.57,312.43
7609010,199,368.85,368.85,73401.15
8739399,199,1.01,1.01,200.99
8513816,199,357950.0838,357950.0838,71232066.67
8731005,199,21.58,21.58,4294.42
8731517,199,1,1,199
8767863,199,0.01,0.01,1.99
8759729,199,1,1,199
8772925,199,6451.72,6451.72,1283892.28
8725039,199,0,0,0
8737853,199,565201.6569,565201.6569,112475129.7
8716135,199,1191.74,1191.74,237156.26
8721100,199,30.75,30.75,6119.25
8759233,199,1.06,1.06,210.94
8730157,199,1,1,199
7777666,199,0,0,0
8776075,199,0,0,0
7118699,199,29151.67543,29151.67543,5801183.41
8776983,199,5482.293317,5482.293317,1090976.37
8727050,199,576.7678894,576.7678894,114776.81
8769252,199,0,0,0
7173029,199,0,0,0
7008005,199,0,0,0
7333000,199,27,27,5373
7228008,199,68.35,68.35,13601.65
8735013,199,1,1,199
8581112,199,97.32,97.32,19366.68
7000127,199,1.91,1.91,380.09
7070327,199,4733.953668,4733.953668,942056.78
8727808,199,100,100,19900
7071005,199,1.02,1.02,202.98
7071021,199,1.28,1.28,254.72
8801806,199,0,0,0
8710606,199,0,0,0
8766956,199,247.67,247.67,49286.33
8101176,199,2044.116784,2044.116784,406779.24
8515717,199,866.1705528,866.1705528,172367.94
7666182,199,1.24,1.24,246.76
8733303,199,1.42,1.42,282.58
8738655,199,1,1,199
8720117,199,128.2,128.2,25511.8
8753097,199,51.05,51.05,10158.95
8776882,199,0,0,0
6029021,199,1.22,1.22,242.78
8730788,199,0,0,0
7318000,199,0,0,0
8712220,199,1.01,1.01,200.99
8703975,199,9008.52,9008.52,1792695.48
7198027,199,1.85,1.85,368.15
7023011,199,0.76,0.76,151.24
8777815,199,0,0,0
8722830,199,823.75,823.75,163926.25
8761338,199,1,1,199
8768085,199,2.77,2.77,551.23
8715889,199,1.46,1.46,290.54
6200003,199,0,0,0
8759712,199,1,1,199
8753895,199,1.11,1.11,220.89
8770065,199,0,0,0
8763397,199,1032.209598,1032.209598,205409.71
8769309,199,0,0,0
8769061,199,0,0,0
8733112,199,1,1,199
8750351,199,0,0,0
8830435,199,1856.529497,1856.529497,369449.37
8717519,199,1.57,1.57,312.43
8101570,199,7804.065126,7804.065126,1553008.96
7000119,199,10,10,1990
8706336,199,1.52,1.52,302.48
8752850,199,72.7,72.7,14467.3
7515002,199,1,1,199
8715071,199,1.4,1.4,278.6
8735233,199,0,0,0
8758975,199,3332.386734,3332.386734,663144.96
8721820,199,10192.09367,10192.09367,2028226.64
8775716,132,4413.945879,6654.357803,878375.23
8733201,199,2.93,2.93,583.07
3000792,199,0,0,0
7525006,199,0,0,0
8768622,199,0,0,0
8757567,199,1.22,1.22,242.78
8717668,199,1,1,199
8736315,199,1.46,1.46,290.54
7628051,199,1,1,199
8760312,199,0,0,0
8727277,199,1.85,1.85,368.15
8770816,199,48955.4209,48955.4209,9742128.76
8800476,199,0,0,0
8585597,199,0,0,0
8729678,199,20882.33503,20882.33503,4155584.67
8515368,199,1,1,199
8717223,199,3372.224623,3372.224623,671072.7
8735035,199,1.56,1.56,310.44
8766325,199,10.01,10.01,1991.99
8751578,199,98838.43397,98838.43397,19668848.36
8751936,199,2.93,2.93,583.07
8777358,199,25453.57698,25453.57698,5065261.82
8610110,199,0,0,0
8777385,199,0,0,0
8775816,199,0,0,0
8101169,199,1.15,1.15,228.85
8775689,199,10.73030151,10.73030151,2135.33
8728869,199,1,1,199
8721222,199,0,0,0
8767707,199,0,0,0
8735513,199,72915.32528,72915.32528,14510149.73
8767299,199,0,0,0
7702008,199,1,1,199
8711836,199,27596.25181,27596.25181,5491654.11
8768767,199,1,1,199
8723197,199,8.32,8.32,1655.68
8100582,199,982.39,982.39,195495.61
8759372,199,1193.598543,1193.598543,237526.11
8733981,199,3228.52,3228.52,642475.48
8733898,199,0,0,0
7270110,199,7602.582211,7602.582211,1512913.86
8731703,199,10,10,1990
8728805,199,0,0,0
7125056,199,18741.96824,18741.96824,3729651.68
8706313,199,1,1,199
8757722,199,17184.91136,17184.91136,3419797.36
8773687,199,4961.881508,4961.881508,987414.42
8582222,199,108.45,108.45,21581.55
8752668,199,2.06,2.06,409.94
8581210,199,25468.11518,25468.11518,5068154.92
7112009,199,60087.94839,60087.94839,11957501.73
8733789,199,0,0,0
8738875,199,1.83,1.83,364.17
8769692,199,0,0,0
8728505,199,1.02,1.02,202.98
8765099,199,22,22,4378
8757188,199,1.71,1.71,340.29
8759535,199,1.12,1.12,222.88
8715372,199,10548.61226,10548.61226,2099173.84
8776930,199,130.2870352,130.2870352,25927.12
8756823,199,10008.65769,10008.65769,1991722.88
7719200,199,0,0,0
7118318,199,1,1,199
8703669,199,36.99276382,36.99276382,7361.56
8750811,199,181.3423116,181.3423116,36087.12
8776215,199,0,0,0
8711275,199,0,0,0
8701808,199,1.53,1.53,304.47
7097028,199,0,0,0
7976003,199,8.98,8.98,1787.02
8759285,199,51295.62181,51295.62181,10207828.74
8777387,199,55721.6995,55721.6995,11088618.2
8715261,199,1,1,199
6002210,199,9131.113568,9131.113568,1817091.6
8726083,199,1,1,199
8738879,199,3152.208593,3152.208593,627289.51
8721300,199,1,1,199
6666970,199,54.21,54.21,10787.79
8758312,199,10321.56819,10321.56819,2053992.07
8711272,199,2296.591005,2296.591005,457021.61
7670010,199,0,0,0
7933060,199,1.45,1.45,288.55
8715307,199,10405.27307,10405.27307,2070649.34
8758881,199,1,1,199
8737099,199,3388.101608,3388.101608,674232.22
7107089,199,1.01,1.01,200.99
7068153,199,74.48,74.48,14821.52
8728939,199,0,0,0
6091200,199,0,0,0
8515012,199,2,2,398
8710095,199,91.57,91.57,18222.43
8710709,199,1,1,199
8701892,199,157721.403,157721.403,31386559.19
7805088,199,810.13,810.13,161215.87
8758801,199,1.24,1.24,246.76
8766882,199,1,1,199
6013103,199,0.32,0.32,63.68
8718231,199,1,1,199
8762068,199,0,0,0
8758763,199,0,0,0
8767516,199,0,0,0
8769900,199,38454.91075,38454.91075,7652527.24
7853010,199,0.51,0.51,101.49
8776773,199,1000.01,1000.01,199001.99
8768739,199,0,0,0
8831299,199,178.58,178.58,35537.42
8776221,199,1,1,199
8713106,199,72.5,72.5,14427.5
6666666,199,0,0,0
8767129,199,33729.1,33729.1,6712090.9
7698133,199,6148.320553,6148.320553,1223515.79
8762060,199,4294.673166,4294.673166,854639.96
8720610,199,1.84,1.84,366.16
7618008,199,0,0,0
8710532,199,3044.21608,3044.21608,605799
8702533,199,1,1,199
8770180,199,60.41,60.41,12021.59
8739821,199,27.76,27.76,5524.24
8739799,199,0,0,0
8755336,199,228922.7165,228922.7165,45555620.59
8715801,199,1.5,1.5,298.5
7933065,199,20.82,20.82,4143.18
8776608,199,0,0,0
8701753,199,1,1,199
8728161,199,52428.04,52428.04,10433179.96
8773521,199,1.485125628,1.485125628,295.54
8725807,199,3446.72,3446.72,685897.28
7805387,199,1.87,1.87,372.13
8728186,199,1.37,1.37,272.63
8758577,199,0,0,0
7725035,199,1.01,1.01,200.99
7868008,199,1,1,199
8762189,199,1.36,1.36,270.64
8711900,199,532.63,532.63,105993.37
8731788,199,1,1,199
8772767,199,1,1,199
8775873,199,70353.85372,70353.85372,14000416.89
8739201,199,2419.487286,2419.487286,481477.97
8702097,199,0,0,0
7213217,199,14616.99296,14616.99296,2908781.6
7105008,199,71.56,71.56,14240.44
8729280,199,15.4,15.4,3064.6
7923019,199,0,0,0
7795092,199,10630.17,10630.17,2115403.83
8988901,199,0.31,0.31,61.69
8728915,199,1,1,199
8713578,199,10,10,1990
7255016,199,0,0,0
8725539,199,1.6,1.6,318.4
8767538,199,9964.807035,9964.807035,1982996.6
8753728,199,1.7,1.7,338.3
7700191,199,44205.15879,44205.15879,8796826.6
8761289,199,76.03,76.03,15129.97
8722119,199,33.14,33.14,6594.86
8710310,199,1.07,1.07,212.93
8738970,199,21264.81859,21264.81859,4231698.9
8763372,199,4705.219347,4705.219347,936338.65
8752880,199,1,1,199
8756238,199,85353.65261,85353.65261,16985376.87
8718892,199,0,0,0
7965023,199,1,1,199
6666901,199,133.6590955,133.6590955,26598.16
8800641,199,0,0,0
8757732,199,0,0,0
8715060,199,1,1,199
7815015,199,1,1,199
7698178,199,1.01,1.01,200.99
7028066,199,55.59,55.59,11062.41
8712016,199,10.25,10.25,2039.75
7992011,199,18,18,3582
8755119,199,610.2673869,610.2673869,121443.21
8760319,199,1.46,1.46,290.54
8771567,199,20416.40839,20416.40839,4062865.27
7070357,199,20.9,20.9,4159.1
8712871,199,0,0,0
7011103,199,481.9,481.9,95898.1
8753175,199,0,0,0
8712326,199,14040.54372,14040.54372,2794068.2
8721668,199,0,0,0
8720111,199,7808.413367,7808.413367,1553874.26
8762768,199,0,0,0
7070008,199,10.33,10.33,2055.67
8716923,199,1,1,199
7118613,199,252997.9252,252997.9252,50346587.11
8716158,199,46.04,46.04,9161.96
8756119,199,0,0,0
8761327,199,0,0,0
7593002,199,0,0,0
8772255,199,37.71,37.71,7504.29
8768398,199,0,0,0
7213208,199,0,0,0
8735853,199,13.78,13.78,2742.22
8702383,199,62611.52472,62611.52472,12459693.42
7933016,199,0.28,0.28,55.72
8732666,199,0,0,0
8610018,199,17419.18533,17419.18533,3466417.88
8702102,199,8472.967186,8472.967186,1686120.47
8717059,199,186269.1032,186269.1032,37067551.53
8715792,199,1.55,1.55,308.45
7832199,199,0,0,0
8730898,199,2.127788945,2.127788945,423.43
8737222,199,1,1,199
8580279,199,0,0,0
3000875,199,1.9,1.9,378.1
8703657,199,13010.67965,13010.67965,2589125.25
8760007,199,0,0,0
8101013,199,0,0,0
8710587,199,5.52,5.52,1098.48
7698065,199,1,1,199
8719590,199,1450.230603,1450.230603,288595.89
7719225,199,66.27,66.27,13187.73
7598023,199,100.46,100.46,19991.54
8750873,199,47673.90281,47673.90281,9487106.66
8770500,199,0,0,0
8776329,199,214356.3543,214356.3543,42656914.51
8730628,199,1,1,199
8716313,199,1.08,1.08,214.92
8705851,199,2.15080402,2.15080402,428.01
8759100,199,206.0729146,206.0729146,41008.51
7805282,199,5,5,995
8759078,199,1.42,1.42,282.58
8719901,199,0,0,0
8756392,199,0,0,0
8728720,199,1,1,199
7089029,199,45.25,45.25,9004.75
8765097,199,0,0,0
8773131,199,1.59,1.59,316.41
8730325,199,3407.897387,3407.897387,678171.58
8730797,199,1.11,1.11,220.89
7698191,199,0,0,0
6028701,199,705.5153769,705.5153769,140397.56
7555071,199,10,10,1990
8753176,199,1,1,199
8769688,199,0,0,0
8711653,199,0,0,0
8722116,199,575105.1867,575105.1867,114445932.2
8715763,199,2500.495276,2500.495276,497598.56
8758180,199,100.87,100.87,20073.13
8777832,199,0,0,0
8738916,199,16319.83236,16319.83236,3247646.64
7225002,199,0,0,0
8773670,199,1,1,199
8101660,199,0.1,0.1,19.9
8751396,199,0,0,0
8716025,199,1.03,1.03,204.97
8766975,199,1,1,199
8719653,199,0,0,0
8757169,199,1.18,1.18,234.82
8753931,199,28.17,28.17,5605.83
7795061,199,15.19,15.19,3022.81
8775798,199,0,0,0
8758072,199,1.09,1.09,216.91
8755360,199,1,1,199
8738287,199,207.3061809,207.3061809,41253.93
8731366,199,5630.203518,5630.203518,1120410.5
8760710,199,1521.165829,1521.165829,302712
8758972,199,82.96,82.96,16509.04
8705151,199,1,1,199
8732090,199,1.89,1.89,376.11
8723091,199,1.77,1.77,352.23
8768656,199,1.7,1.7,338.3
8706157,199,1001,1001,199199
7123099,199,50.62,50.62,10073.38
8735673,199,4.54,4.54,903.46
8710860,199,42.09,42.09,8375.91
8719728,199,1428.331558,1428.331558,284237.98
8101608,199,225790.7187,225790.7187,44932353.03
7999096,199,0,0,0
8771271,199,0,0,0
8765617,199,6572.583317,6572.583317,1307944.08
8738802,199,29713.29714,29713.29714,5912946.13
8515896,199,98236.92126,98236.92126,19549147.33
8716755,199,0,0,0
8767311,199,1,1,199
8680035,199,1.92,1.92,382.08
8726758,199,0,0,0
8776862,199,240514.3638,240514.3638,47862358.39
8751905,199,1.7,1.7,338.3
6008101,199,1.9,1.9,378.1
8728952,199,10.31,10.31,2051.69
8753576,199,0,0,0
8701306,199,78686.88075,78686.88075,15658689.27
8800501,199,0,0,0
8775226,199,0,0,0
8830838,199,1,1,199
8753208,199,24715.41829,24715.41829,4918368.24
8727131,199,1.68,1.68,334.32
8751101,199,18.07,18.07,3595.93
8760197,199,1.8,1.8,358.2
8765776,199,0,0,0
8751811,199,8762.947387,8762.947387,1743826.53
7070950,199,752290.8222,752290.8222,149705873.6
7003008,199,42.53,42.53,8463.47
8713072,199,23694.1306,23694.1306,4715131.99
8760667,199,1,1,199
8706760,199,0,0,0
8776610,199,19.04,19.04,3788.96
8716522,199,1,1,199
8768078,199,2657.941457,2657.941457,528930.35
8703689,199,4804.88206,4804.88206,956171.53
8515521,199,7205.552312,7205.552312,1433904.91
8732701,199,1,1,199
7736003,199,9.26,9.26,1842.74
8776921,199,0,0,0
8719805,199,0,0,0
8610199,199,0,0,0
8703607,199,0,0,0
7805828,199,7439.629648,7439.629648,1480486.3
7976002,199,1.05,1.05,208.95
8750555,199,8566.063568,8566.063568,1704646.65
8759963,199,1221.11,1221.11,243000.89
7227000,199,22270.41749,22270.41749,4431813.08
7668007,199,9.06,9.06,1802.94
8518725,199,0,0,0
8718007,199,29376.08126,29376.08126,5845840.17
8761199,199,1969.620151,1969.620151,391954.41
8727850,199,1.94,1.94,386.06
8763991,199,433.1,433.1,86186.9
8772519,199,0,0,0
8703892,199,1.46,1.46,290.54
8701579,199,1.99,1.99,396.01
7666170,199,1.79,1.79,356.21
8713807,199,10,10,1990
8757809,199,1.55,1.55,308.45
3010022,199,0,0,0
8831027,199,1.37,1.37,272.63
8706270,199,12915.63,12915.63,2570210.37
7719197,199,1.85,1.85,368.15
8831310,199,12192.32884,12192.32884,2426273.44
8752699,199,404640.897,404640.897,80523538.5
7261668,199,1.35,1.35,268.65
8738801,199,0,0,0
8735318,199,1,1,199
7152003,199,164821.504,164821.504,32799479.29
8739667,199,95.61,95.61,19026.39
