资产账号,交易日（天）,日均权益（自然日）,日均权益(交易日),期末权益汇总
8721332,199,0,0,0
8773308,199,1.62,1.62,322.38
8737901,199,0,0,0
8736259,199,3.1,3.1,616.9
8753062,199,1.73,1.73,344.27
6060200,199,2.02,2.02,401.98
8719676,199,549.321206,549.321206,109314.92
8771577,199,2.31,2.31,459.69
7561018,199,1.93,1.93,384.07
8763997,199,1,1,199
8717723,199,1,1,199
8718317,199,77.58,77.58,15438.42
8723759,199,1.43,1.43,284.57
8739065,199,1,1,199
8773802,199,1.92,1.92,382.08
8757685,199,0,0,0
8723227,199,1.02,1.02,202.98
8721125,199,1,1,199
8758125,199,0,0,0
8750228,199,0,0,0
7555109,199,3.58,3.58,712.42
8726955,199,11.34,11.34,2256.66
8771808,199,25956.80975,25956.80975,5165405.14
8713755,199,1.96,1.96,390.04
8735637,199,1.74,1.74,346.26
8732656,199,1,1,199
8726362,199,0,0,0
7118606,199,0,0,0
8515810,199,289.07,289.07,57524.93
8738108,199,17113.93191,17113.93191,3405672.45
8723550,199,0,0,0
8762620,199,10001,10001,1990199
8767889,199,1.05,1.05,208.95
8711696,199,0,0,0
8775008,199,117904.0766,117904.0766,23462911.25
8750357,199,1622.24,1622.24,322825.76
8769782,199,62.51909548,62.51909548,12441.3
7383007,199,45813.63854,45813.63854,9116914.07
8705062,199,0,0,0
8733396,199,2.44,2.44,485.56
8711291,199,11.69025126,11.69025126,2326.36
8719898,199,12.37,12.37,2461.63
8722826,199,22032.27221,22032.27221,4384422.17
8735972,199,52320.23276,52320.23276,10411726.32
8736697,199,14374.05744,14374.05744,2860437.43
8772116,199,132.040804,132.040804,26276.12
8755053,199,1.96,1.96,390.04
8761728,199,1.02,1.02,202.98
8751685,199,1.48,1.48,294.52
8801055,199,28.61,28.61,5693.39
8711759,199,19750.90754,19750.90754,3930430.6
7719008,199,51083.38668,51083.38668,10165593.95
8580301,199,24484.19,24484.19,4872353.81
8731793,199,45448.98256,45448.98256,9044347.53
8756558,199,1012551.36,1012551.36,201497720.6
8727508,199,2437.523518,2437.523518,485067.18
8732662,199,2513.437789,2513.437789,500174.12
8758805,199,288869.1838,288869.1838,57484967.58
8739018,199,7230.479146,7230.479146,1438865.35
8773163,199,98473.6593,98473.6593,19596258.2
8732827,199,31755.2699,31755.2699,6319298.71
8770807,199,14902.32432,14902.32432,2965562.54
8701600,199,9288.619598,9288.619598,1848435.3
8772959,199,21615.66055,21615.66055,4301516.45
8702283,199,74395.97869,74395.97869,14804799.76
8580809,199,1507493.217,1507493.217,299991150.1
7702015,199,39753.11563,39753.11563,7910870.01
7237000,199,28138.2408,28138.2408,5599509.92
8775001,199,6702.507387,6702.507387,1333798.97
6616093,199,20572.83789,20572.83789,4093994.74
7107095,199,34270.29412,34270.29412,6819788.53
8702186,199,677241.8349,677241.8349,134771125.2
8101775,199,338.7133668,338.7133668,67403.96
8763930,199,213613.5381,213613.5381,42509094.08
8759613,199,112221.7857,112221.7857,22332135.35
7176026,199,26000.97503,26000.97503,5174194.03
8758650,199,32032.48628,32032.48628,6374464.77
8739283,199,20981.74789,20981.74789,4175367.83
8771863,199,31006.76568,31006.76568,6170346.37
8777190,199,46335.43472,46335.43472,9220751.51
8751875,199,10497.6901,10497.6901,2089040.33
8710856,199,6682.531407,6682.531407,1329823.75
7703022,199,14354.8294,14354.8294,2856611.05
7198182,199,11881.78739,11881.78739,2364475.69
8769298,199,51157.58422,51157.58422,10180359.26
8715022,199,5255.102663,5255.102663,1045765.43
8777195,199,13772.04276,13772.04276,2740636.51
8515670,199,456014.3732,456014.3732,90746860.26
8702225,199,8219.449045,8219.449045,1635670.36
8768933,199,47390.61101,47390.61101,9430731.59
8777391,199,38795.84281,38795.84281,7720372.72
8756071,199,31708.52497,31708.52497,6309996.47
7255081,199,6146.821005,6146.821005,1223217.38
8730113,199,3370.686583,3370.686583,670766.63
8739828,199,179044.4255,179044.4255,35629840.67
8756620,199,4200.475678,4200.475678,835894.66
8759018,199,122811.758,122811.758,24439539.84
8718310,199,21492.1201,21492.1201,4276931.9
8752189,199,26718.80523,26718.80523,5317042.24
8800863,199,8647.593518,8647.593518,1720871.11
8801032,199,37617.95141,37617.95141,7485972.33
8700676,199,195216.153,195216.153,38848014.44
8765576,199,194597.9142,194597.9142,38724984.92
8727507,199,124705.5168,124705.5168,24816397.85
7727003,199,109810.7876,109810.7876,21852346.73
8703320,199,68159.12538,68159.12538,13563665.95
7637033,199,64680.2191,64680.2191,12871363.6
8755602,199,2928.461156,2928.461156,582763.77
8721169,199,8217.421055,8217.421055,1635266.79
8763212,199,19176.48337,19176.48337,3816120.19
8770720,199,50363.47864,50363.47864,10022332.25
8766780,199,62907.45462,62907.45462,12518583.47
8737585,199,44975.10302,44975.10302,8950045.5
8715898,199,143001.0137,143001.0137,28457201.72
8727281,199,271.5124121,271.5124121,54030.97
8728768,199,69995.26146,69995.26146,13929057.03
8776168,199,2329.314925,2329.314925,463533.67
8705661,199,849319.5957,849319.5957,169014599.5
6022970,199,1,1,199
8711336,199,406546.1103,406546.1103,80902675.94
8757063,199,1,1,199
7213225,199,63.95,63.95,12726.05
8733923,199,0,0,0
8760621,199,0,0,0
8731127,199,5175.880603,5175.880603,1030000.24
8772970,199,1.18,1.18,234.82
8771018,199,0,0,0
7352005,199,9.69,9.69,1928.31
8710732,199,1.01,1.01,200.99
8733006,199,0,0,0
8513639,199,0,0,0
8767887,199,1.73,1.73,344.27
8705801,199,1627.79,1627.79,323930.21
8702757,199,35.63,35.63,7090.37
8718098,199,1,1,199
7555055,199,0,0,0
8759808,199,59.9,59.9,11920.1
7678005,199,0,0,0
8751680,199,0,0,0
8736232,199,683.1103015,683.1103015,135938.95
7596002,199,1.49,1.49,296.51
8770122,199,0,0,0
8776079,199,14719.81221,14719.81221,2929242.63
8752177,199,18641.88497,18641.88497,3709735.11
7515001,199,0,0,0
7068076,199,82.9,82.9,16497.1
8767855,199,0,0,0
8710716,199,1575.365075,1575.365075,313497.65
7123110,199,0.43,0.43,85.57
8763279,199,33,33,6567
8773081,199,1,1,199
8723187,199,1.9,1.9,378.1
8756030,199,1,1,199
7038008,199,23340.06759,23340.06759,4644673.45
8729650,199,4094.512312,4094.512312,814807.95
8721631,199,1,1,199
8729162,199,1.55,1.55,308.45
8763639,199,1.75,1.75,348.25
8721526,199,6692.178794,6692.178794,1331743.58
8772788,199,0,0,0
6021508,199,1.04,1.04,206.96
8701568,199,1.01,1.01,200.99
8705323,199,10118.16598,10118.16598,2013515.03
8765523,199,0,0,0
8776315,199,5.09,5.09,1012.91
8713520,199,3932.31407,3932.31407,782530.5
8726730,199,43664.13296,43664.13296,8689162.46
8718355,199,1.02,1.02,202.98
8757126,199,8376.079045,8376.079045,1666839.73
7178002,199,1,1,199
7668006,199,0,0,0
8713900,199,0,0,0
8832012,199,1.85,1.85,368.15
8757355,199,44112.27337,44112.27337,8778342.4
8751093,199,1.1,1.1,218.9
8763818,199,1.46,1.46,290.54
7609999,199,773.64,773.64,153954.36
7118252,199,31.75,31.75,6318.25
8759571,199,0,0,0
8727592,199,0,0,0
8721990,199,18940.4299,18940.4299,3769145.55
7788012,199,0,0,0
8718133,199,146744.1177,146744.1177,29202079.43
8738292,199,3.63,3.63,722.37
8737752,199,0,0,0
8776758,199,0,0,0
8716815,199,82349.8499,82349.8499,16387620.13
8701768,199,34559.33588,34559.33588,6877307.84
8761566,199,20229.81543,20229.81543,4025733.27
8100153,199,0,0,0
8776577,199,1.03,1.03,204.97
8772300,199,101698.0208,101698.0208,20237906.14
8770593,199,17046.76905,17046.76905,3392307.04
8721179,199,39.94,39.94,7948.06
8720627,199,3.22,3.22,640.78
8761170,199,99891.22673,99891.22673,19878354.12
6022906,199,0,0,0
7068112,199,9488.033367,9488.033367,1888118.64
8756763,199,0,0,0
8515516,199,2136.522111,2136.522111,425167.9
7000150,199,0,0,0
8733731,199,1.87,1.87,372.13
8771180,199,0,0,0
8703225,199,1001,1001,199199
8731851,199,1.09,1.09,216.91
8717687,199,1.23,1.23,244.77
8715835,199,0,0,0
8727767,199,1.06,1.06,210.94
8765769,199,10,10,1990
8759203,199,1,1,199
8776905,199,10,10,1990
8560001,199,0.3,0.3,59.7
8712913,199,1,1,199
8767105,199,2.51,2.51,499.49
7361001,199,1.79,1.79,356.21
8728316,199,1.49,1.49,296.51
8100520,199,3968.758392,3968.758392,789782.92
7222026,199,0,0,0
7096013,199,61.89,61.89,12316.11
8738560,199,1.45,1.45,288.55
6000719,199,1,1,199
8723015,199,1.14,1.14,226.86
8772680,199,8105.508241,8105.508241,1612996.14
8751167,199,1,1,199
7325006,199,2284.812412,2284.812412,454677.67
7860003,199,4023.67,4023.67,800710.33
3000771,199,5,5,995
8720387,199,533.88,533.88,106242.12
8751011,199,5985.932915,5985.932915,1191200.65
7551002,199,0.49,0.49,97.51
7071061,199,0,0,0
8727876,199,1,1,199
7507018,199,10.47,10.47,2083.53
8706861,199,0,0,0
8770172,199,2840.652261,2840.652261,565289.8
7066005,199,0,0,0
7068027,199,6.45,6.45,1283.55
8580005,199,420819.5556,420819.5556,83743091.56
7666161,199,331.83,331.83,66034.17
7118075,199,112053.6383,112053.6383,22298674.03
7525037,199,506.79,506.79,100851.21
8705915,199,1,1,199
8756183,199,1,1,199
8711729,199,425.88,425.88,84750.12
8765071,199,185434.9577,185434.9577,36901556.58
8728057,199,28091.0704,28091.0704,5590123.01
8680121,199,161.14,161.14,32066.86
7132011,199,0,0,0
7118317,199,459.6,459.6,91460.4
8800316,199,1,1,199
6006708,199,7.84,7.84,1560.16
8710876,199,23328.37241,23328.37241,4642346.11
8773801,199,1.83,1.83,364.17
8101021,199,5437.064271,5437.064271,1081975.79
8757590,199,0,0,0
8702077,199,1,1,199
8769515,199,41103.22286,41103.22286,8179541.35
8771193,199,0,0,0
8713365,199,100.31,100.31,19961.69
8721510,199,0,0,0
6080121,199,101883.4534,101883.4534,20274807.22
6019707,199,46.27,46.27,9207.73
8712393,199,1.56,1.56,310.44
8713197,199,58.2,58.2,11581.8
6021122,199,2.341708543,2.341708543,466
8726328,199,5913.674422,5913.674422,1176821.21
8768581,199,0,0,0
7965018,199,0,0,0
8831501,199,864.5149246,864.5149246,172038.47
8777336,199,0,0,0
8760671,199,0,0,0
8721057,199,1,1,199
7070785,199,1.72,1.72,342.28
8732791,199,53752.0901,53752.0901,10696665.93
7125168,199,1.19,1.19,236.81
8775531,199,7.82,7.82,1556.18
8721138,199,36419.8994,36419.8994,7247559.98
7561022,199,27.09,27.09,5390.91
8720769,199,0,0,0
8100052,199,0,0,0
8718536,199,0,0,0
8722390,199,3.18,3.18,632.82
8720087,199,2.2,2.2,437.8
8752315,199,100,100,19900
8731325,199,9172.735327,9172.735327,1825374.33
8752831,199,1.67,1.67,332.33
8722708,199,293158.8835,293158.8835,58338617.82
8101323,199,0,0,0
8757030,199,0,0,0
8718819,199,105614.9253,105614.9253,21017370.13
8738988,199,3274.278894,3274.278894,651581.5
8769680,199,0.98,0.98,195.02
8725800,199,1.82,1.82,362.18
7256075,199,0,0,0
7085073,199,1,1,199
8610132,199,2.67,2.67,531.33
8760169,199,151.36,151.36,30120.64
8722936,199,0.95,0.95,189.05
7199003,199,1.4,1.4,278.6
8581178,199,0.61,0.61,121.39
8755982,199,1.07,1.07,212.93
8718030,199,1,1,199
3000823,199,843.15,843.15,167786.85
8760763,199,8149.548744,8149.548744,1621760.2
8775705,199,71070.17312,71070.17312,14142964.45
8758353,199,1,1,199
8800329,199,1274952.35,1274952.35,253715517.7
8717088,199,98099.34437,98099.34437,19521769.53
8728610,199,0,0,0
7555015,199,3382.691457,3382.691457,673155.6
8763310,199,565.0353266,565.0353266,112442.03
8756102,199,1.31,1.31,260.69
8722533,199,0,0,0
6005806,199,175850.7931,175850.7931,34994307.83
8753350,199,1.97,1.97,392.03
8766972,199,321626.8435,321626.8435,64003741.86
8763683,199,34131.72146,34131.72146,6792212.57
6079101,199,1,1,199
7068101,199,0,0,0
8100660,199,1,1,199
8720573,199,0,0,0
8775876,199,1100.02402,1100.02402,218904.78
8718692,199,1.28,1.28,254.72
8515282,199,450605.6423,450605.6423,89670522.81
3010011,199,0,0,0
8760720,199,4171.483116,4171.483116,830125.14
8720290,199,227.6588945,227.6588945,45304.12
8733621,199,0,0,0
8702286,199,1,1,199
8717970,199,1.01,1.01,200.99
7253005,199,1.86,1.86,370.14
8831008,199,376.85,376.85,74993.15
6021101,199,95.47,95.47,18998.53
7213020,199,11.18,11.18,2224.82
8752051,199,0,0,0
7588788,199,0,0,0
8719881,199,103397.8169,103397.8169,20576165.56
8776876,199,2901.459296,2901.459296,577390.4
8710903,199,57430.17437,57430.17437,11428604.7
8738122,199,76404.91101,76404.91101,15204577.29
8776730,199,2546.317236,2546.317236,506717.13
8702666,199,34283.91573,34283.91573,6822499.23
8712502,199,8149.395226,8149.395226,1621729.65
8757731,199,16696.79035,16696.79035,3322661.28
8832006,199,8418.075377,8418.075377,1675197
8101891,199,1092.261608,1092.261608,217360.06
8728130,199,164740.0173,164740.0173,32783263.44
8767307,199,177129.7766,177129.7766,35248825.55
8751718,199,76600.48975,76600.48975,15243497.46
8762912,199,2926.082261,2926.082261,582290.37
8580707,199,587524.6932,587524.6932,116917414
8752005,199,96173.51497,96173.51497,19138529.48
8772009,199,2361813.95,2361813.95,470000976
8101602,199,8497.788744,8497.788744,1691059.96
8703806,199,330552.5798,330552.5798,65779963.39
8777668,199,21937.25437,21937.25437,4365513.62
8712011,199,43637.64709,43637.64709,8683891.77
8712936,199,6883.111709,6883.111709,1369739.23
8769519,199,15210.63925,15210.63925,3026917.21
8767060,199,9924.859899,9924.859899,1975047.12
8753910,199,80002.35945,80002.35945,15920469.53
8775912,199,6602.420804,6602.420804,1313881.74
8720953,199,1086.717136,1086.717136,216256.71
8777680,199,4669.502161,4669.502161,929230.93
8727886,199,24472.1195,24472.1195,4869951.78
8758719,199,5426.282462,5426.282462,1079830.21
8101663,199,7237.011558,7237.011558,1440165.3
8757953,199,29133.17688,29133.17688,5797502.2
8770528,199,13130.88492,13130.88492,2613046.1
8762587,199,170390.3844,170390.3844,33907686.49
8757230,199,206335.1388,206335.1388,41060692.63
8775228,199,91812.7691,91812.7691,18270741.05
8831291,199,1516550.257,1516550.257,301793501.1
8773153,199,12254.85729,12254.85729,2438716.6
8510999,199,666429.5349,666429.5349,132619477.5
8752303,199,140696.5947,140696.5947,27998622.35
8101830,199,41341.80658,41341.80658,8227019.51
8729679,199,33939.40452,33939.40452,6753941.5
8720802,199,38293.81437,38293.81437,7620469.06
8700886,199,108580.0178,108580.0178,21607423.54
7805099,199,25713.8901,25713.8901,5117064.13
7323005,199,6236.908744,6236.908744,1241144.84
8736896,199,7800.775075,7800.775075,1552354.24
8768892,199,8444.641759,8444.641759,1680483.71
8771719,199,16531.01477,16531.01477,3289671.94
8582177,199,35236.05734,35236.05734,7011975.41
8733023,199,2649.231558,2649.231558,527197.08
8800107,199,425784.3392,425784.3392,84731083.51
8762083,199,2409.88794,2409.88794,479567.7
7213077,199,3526.003266,3526.003266,701674.65
8727729,199,242042.3242,242042.3242,48166422.51
8715566,199,52589.35774,52589.35774,10465282.19
7261588,199,8392.839698,8392.839698,1670175.1
8101183,199,83575.92558,83575.92558,16631609.19
8735311,199,10033.63402,10033.63402,1996693.17
8726002,199,23179.11889,23179.11889,4612644.66
7066018,199,8162.677688,8162.677688,1624372.86
8706115,199,35116.13397,35116.13397,6988110.66
8757010,199,5226.325477,5226.325477,1040038.77
8767300,199,3973.07593,3973.07593,790642.11
7698153,199,6808.77608,6808.77608,1354946.44
8100171,199,106250.2709,106250.2709,21143803.9
8750885,199,304327.0969,304327.0969,60561092.29
8769173,199,85450.34307,85450.34307,17004618.27
8736217,199,12724.52176,12724.52176,2532179.83
8721987,199,27991.1404,27991.1404,5570236.94
8766826,199,16392.43739,16392.43739,3262095.04
8770386,199,36010.9901,36010.9901,7166187.03
8729822,199,20024.03719,20024.03719,3984783.4
8775963,199,21478.67834,21478.67834,4274256.99
8763058,199,2879.878543,2879.878543,573095.83
8761102,199,1,1,199
7125131,199,1.93,1.93,384.07
7070131,199,0.96,0.96,191.04
8710886,199,1,1,199
8770976,199,338.7693467,338.7693467,67415.1
7176020,199,74.11,74.11,14747.89
7186002,199,1.54,1.54,306.46
7753005,199,21.19,21.19,4216.81
8759306,199,1.38,1.38,274.62
6011508,199,1,1,199
7003036,199,0,0,0
8738392,199,3614.397839,3614.397839,719265.17
8756750,199,64.75,64.75,12885.25
8801371,199,19988.75,19988.75,3977761.25
8582081,199,4749.966985,4749.966985,945243.43
8768506,199,151.26,151.26,30100.74
8730983,199,3.6,3.6,716.4
8751157,199,0,0,0
6010906,199,100,100,19900
8750227,199,0,0,0
8725057,199,0,0,0
7255121,199,20,20,3980
7737037,199,0,0,0
7068059,199,21513.04729,21513.04729,4281096.41
6011307,199,1.27,1.27,252.73
8757125,41,122.6101508,595.1078049,24399.42
8765920,199,5.93,5.93,1180.07
8773961,199,0,0,0
8773779,199,1.41,1.41,280.59
8756372,199,19733.27603,19733.27603,3926921.93
8770306,199,5021.957789,5021.957789,999369.6
7213030,199,1,1,199
8716758,199,1.9,1.9,378.1
7381001,199,0.23,0.23,45.77
8713513,199,1,1,199
8730885,199,1.45,1.45,288.55
8738116,199,0,0,0
8765502,199,56649.3292,56649.3292,11273216.51
8732550,199,0,0,0
8738908,199,4213.05,4213.05,838396.95
8717561,199,0,0,0
7685016,199,0,0,0
7700017,199,0,0,0
8762332,199,2809.07608,2809.07608,559006.14
8769693,199,27.54080402,27.54080402,5480.62
8732872,199,6.94,6.94,1381.06
7580003,199,0,0,0
8720958,199,1.93,1.93,384.07
8735913,199,695.46,695.46,138396.54
8773389,199,1.37,1.37,272.63
7118370,199,2,2,398
8100979,199,1.13,1.13,224.87
8801086,199,63955.42,63955.42,12727128.58
8759865,199,1,1,199
8737552,199,5544.510503,5544.510503,1103357.59
8725523,199,77901.20372,77901.20372,15502339.54
7000101,199,15.48,15.48,3080.52
7800008,199,2,2,398
8777088,199,515.7250754,515.7250754,102629.29
7555157,199,1575.707839,1575.707839,313565.86
8730255,199,109.77,109.77,21844.23
7860009,199,0,0,0
8582317,199,0,0,0
8768379,199,0,0,0
8732002,199,588.05,588.05,117021.95
8729573,199,1,1,199
7805929,199,0,0,0
8731881,199,1569.623116,1569.623116,312355
8775196,199,1,1,199
6002605,199,8.69,8.69,1729.31
8759073,199,360928.3347,360928.3347,71824738.6
8739555,199,81550.12985,81550.12985,16228475.84
7792009,199,98.44,98.44,19589.56
8582225,199,0,0,0
8713615,199,10768.2591,10768.2591,2142883.56
7213032,199,857.8,857.8,170702.2
6078503,199,1.61,1.61,320.39
8766058,199,0,0,0
8703770,199,1,1,199
8755996,199,1.42,1.42,282.58
8832073,199,8.68,8.68,1727.32
8775966,199,28935.42814,28935.42814,5758150.2
8706238,199,7.83,7.83,1558.17
8726958,199,127.22,127.22,25316.78
8777787,199,504.428995,504.428995,100381.37
8831621,199,1.89,1.89,376.11
8716016,199,38234.09814,38234.09814,7608585.53
8756269,199,0,0,0
7999066,199,0,0,0
8719158,199,37.47015075,37.47015075,7456.56
8775209,199,0,0,0
8710367,199,393.5549246,393.5549246,78317.43
8720687,199,0,0,0
8758928,199,13.91,13.91,2768.09
7600002,199,0,0,0
8758609,199,1317.912814,1317.912814,262264.65
8650036,199,0.03,0.03,5.97
8726981,199,1.72,1.72,342.28
8831768,199,1.03,1.03,204.97
8716053,199,1,1,199
8771660,199,11.09025126,11.09025126,2206.96
8729231,199,0,0,0
6002706,199,4.71,4.71,937.29
8769011,199,0,0,0
7799012,199,1105.12,1105.12,219918.88
8723931,199,9709.77,9709.77,1932244.23
7733013,199,0,0,0
8712267,199,19344.40317,19344.40317,3849536.23
8727810,199,3.3,3.3,656.7
8728177,199,0,0,0
8762570,199,2,2,398
7176012,199,4.08,4.08,811.92
8730056,199,0,0,0
7007005,199,1.71,1.71,340.29
8720722,199,0,0,0
8769073,199,8605.549347,8605.549347,1712504.32
8702678,199,1268.538141,1268.538141,252439.09
8770086,199,2.11,2.11,419.89
8832017,199,6801.460704,6801.460704,1353490.68
8721218,199,16777.45668,16777.45668,3338713.88
7968001,199,1.01,1.01,200.99
8729913,199,4818.916734,4818.916734,958964.43
8721015,199,0,0,0
8729833,199,7.97,7.97,1586.03
8721996,199,64.32,64.32,12799.68
8726617,199,0,0,0
8831711,199,0,0,0
8768827,199,95.11,95.11,18926.89
8735533,199,0,0,0
8726167,199,1.95,1.95,388.05
8715165,199,1.01,1.01,200.99
8680125,199,21135.09357,21135.09357,4205883.62
8751526,199,1,1,199
8715299,199,63466.4395,63466.4395,12629821.46
7199015,199,2.41,2.41,479.59
8752655,199,1.43,1.43,284.57
8735213,199,0,0,0
8101968,199,890.9272864,890.9272864,177294.53
8800950,199,2483.909497,2483.909497,494297.99
8729788,199,4.28,4.28,851.72
7196001,199,0,0,0
7707025,199,1.16,1.16,230.84
7067001,199,1.23,1.23,244.77
7698081,199,72.53,72.53,14433.47
8731588,199,63.38,63.38,12612.62
7980006,199,1.09,1.09,216.91
7805870,199,0,0,0
8762702,199,0,0,0
8717870,199,1.01,1.01,200.99
7070973,199,0,0,0
8722137,199,71.12,71.12,14152.88
7836005,199,41.65,41.65,8288.35
8722299,199,1,1,199
7068128,199,62166.34111,62166.34111,12371101.88
7003011,199,0.3,0.3,59.7
8988875,199,14471.49643,14471.49643,2879827.79
7761001,199,1,1,199
8768880,199,1,1,199
7979003,199,196.83,196.83,39169.17
8775771,199,0,0,0
8752758,199,1,1,199
8763657,199,80.98,80.98,16115.02
8716106,199,17341.94668,17341.94668,3451047.39
8765109,199,5.37,5.37,1068.63
8733788,199,1,1,199
7070651,199,49.21,49.21,9792.79
8517890,199,0,0,0
8680258,199,40125.48005,40125.48005,7984970.53
8738255,199,1,1,199
8757829,199,74.26562814,74.26562814,14778.86
8716525,199,8051.227588,8051.227588,1602194.29
8700573,199,8.47,8.47,1685.53
8713283,199,0,0,0
8755305,199,0,0,0
8735889,199,1,1,199
8771913,199,0,0,0
8725123,199,1.17,1.17,232.83
8751707,199,0,0,0
8770766,199,187138.7858,187138.7858,37240618.38
7097025,199,62.36,62.36,12409.64
7007011,199,0,0,0
8772023,199,0,0,0
8761123,199,27546.4208,27546.4208,5481737.74
8713162,199,1,1,199
8722935,199,44930.3991,44930.3991,8941149.42
7355000,199,27587.27266,27587.27266,5489867.26
6011317,199,14234.38613,14234.38613,2832642.84
8777301,199,0,0,0
7188007,199,0,0,0
8717702,199,33.5,33.5,6666.5
7107090,199,4385.974975,4385.974975,872809.02
7255123,199,1.27,1.27,252.73
8761763,199,0,0,0
8761939,199,5116.066432,5116.066432,1018097.22
8766933,199,0,0,0
8769119,199,5.88,5.88,1170.12
8751072,199,0,0,0
8712983,199,1.14,1.14,226.86
7118081,199,28.3,28.3,5631.7
8701136,199,92804.56869,92804.56869,18468109.17
8723661,199,1,1,199
8726266,199,1.34,1.34,266.66
8763937,199,0,0,0
8731680,199,1.97,1.97,392.03
8700810,199,6.223467337,6.223467337,1238.47
8736188,199,65.14,65.14,12962.86
8703197,199,1,1,199
8725768,199,41.95,41.95,8348.05
8737613,199,1,1,199
8722605,199,8085.588492,8085.588492,1609032.11
8732166,199,10099.95035,10099.95035,2009890.12
8716157,199,5222.716482,5222.716482,1039320.58
8752988,199,45267.42899,45267.42899,9008218.37
8100056,199,10.06,10.06,2001.94
7071076,199,1.43,1.43,284.57
7862022,199,3945.315678,3945.315678,785117.82
8731737,199,152.5727136,152.5727136,30361.97
8763178,199,6942.082513,6942.082513,1381474.42
8706507,199,2.54,2.54,505.46
8719700,199,0,0,0
8722623,199,1,1,199
8773030,199,5530.166482,5530.166482,1100503.13
8731077,199,272.33,272.33,54193.67
7018010,199,3,3,597
8717878,199,139510.3326,139510.3326,27762556.18
8773395,199,2038.386332,2038.386332,405638.88
8735595,199,18740.17392,18740.17392,3729294.61
8581270,199,112073.8115,112073.8115,22302688.48
8766275,199,31471.38382,31471.38382,6262805.38
8775020,199,98733.20593,98733.20593,19647907.98
8719719,199,17162.42698,17162.42698,3415322.97
8763037,199,4589.454121,4589.454121,913301.37
8775382,199,37390.16367,37390.16367,7440642.57
8777818,199,128521.8789,128521.8789,25575853.9
8775622,199,141451.3674,141451.3674,28148822.12
8766135,199,8657.410151,8657.410151,1722824.62
8711833,199,41412.27643,41412.27643,8241043.01
8775128,199,82679.74201,82679.74201,16453268.66
8713592,199,7143.85,7143.85,1421626.15
8730062,199,8626.335477,8626.335477,1716640.76
8720193,199,699787.497,699787.497,139257711.9
8768591,199,68412.15995,68412.15995,13614019.83
8750906,199,71801.08658,71801.08658,14288416.23
8750059,199,59126.04673,59126.04673,11766083.3
8712906,199,66762.9991,66762.9991,13285836.82
8711576,199,767411.9182,767411.9182,152714971.7
7822001,199,29818.73317,29818.73317,5933927.9
7703001,199,102844.0644,102844.0644,20465968.81
8100996,199,8591.305578,8591.305578,1709669.81
6089208,199,130140.913,130140.913,25898041.69
8777702,199,7556.039899,7556.039899,1503651.94
7725051,199,90668.86839,90668.86839,18043104.81
8762731,199,45390.83281,45390.83281,9032775.73
8762832,199,7784.272864,7784.272864,1549070.3
8726057,199,360454.4243,360454.4243,71730430.44
8770791,199,1222391.379,1222391.379,243255884.5
8705830,199,1258131.269,1258131.269,250368122.5
7198061,199,3429.608543,3429.608543,682492.1
8772283,199,8254.645075,8254.645075,1642674.37
8700829,199,87048.15985,87048.15985,17322583.81
8701583,199,512182.7693,512182.7693,101924371.1
8772702,199,27576.5701,27576.5701,5487737.45
8775898,199,5882.515176,5882.515176,1170620.52
8716723,199,15323.16869,15323.16869,3049310.57
8730095,199,1318036.742,1318036.742,262289311.6
8757973,199,266316.7439,266316.7439,52997032.04
8713711,199,87497.05503,87497.05503,17411913.95
7527016,199,1259559.163,1259559.163,250652273.5
8777761,199,6519.220553,6519.220553,1297324.89
8735831,199,2000,2000,398000
8772796,199,31.7,31.7,6308.3
8751892,199,8.39,8.39,1669.61
8721729,199,14539.60467,14539.60467,2893381.33
7332088,199,1,1,199
8731235,199,1.16,1.16,230.84
8710029,199,0,0,0
8715896,199,1.01,1.01,200.99
8752108,199,2,2,398
8830753,199,11.63,11.63,2314.37
8610038,199,3.15,3.15,626.85
8735322,199,1,1,199
7703023,199,1.01,1.01,200.99
7698075,199,0.21,0.21,41.79
8100569,199,203.02,203.02,40400.98
8100163,199,527284.9687,527284.9687,104929708.8
8763002,199,11,11,2189
8731091,199,300.9703518,300.9703518,59893.1
6021255,199,1,1,199
8716797,199,0,0,0
8765011,199,5393.160101,5393.160101,1073238.86
6003188,199,97590.23,97590.23,19420455.77
8701359,199,262543.3811,262543.3811,52246132.84
8770959,199,0,0,0
8728637,199,5.3,5.3,1054.7
8753236,199,1.3,1.3,258.7
6089205,199,0,0,0
8701529,199,1,1,199
8705895,199,14.52,14.52,2889.48
8722189,199,1.76,1.76,350.24
8770063,199,1,1,199
8752821,199,0,0,0
8735685,199,0,0,0
8739077,199,31287.57457,31287.57457,6226227.34
8700560,199,31400.54146,31400.54146,6248707.75
8739666,199,46.62,46.62,9277.38
8711070,199,1002.38,1002.38,199473.62
8718695,199,0,0,0
8721977,199,1.76,1.76,350.24
8733885,199,0,0,0
8728531,199,0,0,0
8776797,199,4.54,4.54,903.46
8702719,199,10599.97,10599.97,2109394.03
8776370,199,50,50,9950
8771035,199,0,0,0
7696002,199,0,0,0
8721653,199,6.93,6.93,1379.07
8723538,199,0,0,0
8702099,199,0,0,0
8728058,199,4436.23,4436.23,882809.77
8513833,199,304.24,304.24,60543.76
8729237,199,13007.16186,13007.16186,2588425.21
