   	TABLE_NAME	COLUMN_NAME	T.DATA_TYPE||'('||T.DATA_LENGT	COMMENTS
1	TB_PERSON_CLIENT_TMP	IS_USE_MOBILE	VARCHAR2(2)	
2	TB_PERSON_CLIENT_TMP	IS_USE_EMAIL	VARCHAR2(2)	
3	TB_PERSON_CLIENT_TMP	QQ	VARCHAR2(20)	
4	TB_PERSON_CLIENT_TMP	ID_CARD_EXPIRE_DATE_F	VARCHAR2(1)	
5	TB_PERSON_CLIENT_TMP	ASS_RESULTS	VARCHAR2(200)	
6	TB_PERSON_CLIENT_TMP	NATION	VARCHAR2(20)	
7	TB_PERSON_CLIENT_TMP	CARD_ADDRESS	VARCHAR2(100)	
8	TB_PERSON_CLIENT_TMP	ID_CARD_BEGIN_EXPIRE_DATE	DATE(7)	
9	TB_PERSON_CLIENT_TMP	ADDTEL	VARCHAR2(50)	
10	TB_PERSON_CLIENT_TMP	REMARK	VARCHAR2(200)	
11	TB_PROCESS_APPLY_SYSTEM	ID	NUMBER(22)	
12	TB_PROCESS_APPLY_SYSTEM	FUNDACCOUNT	VARCHAR2(200)	
13	TB_PROCESS_APPLY_SYSTEM	USERNAME	VARCHAR2(200)	
14	TB_PROCESS_APPLY_SYSTEM	TRUENAME	VARCHAR2(200)	
15	TB_PROCESS_APPLY_SYSTEM	MESSAGE	VARCHAR2(1000)	
16	TB_PROCESS_APPLY_SYSTEM	CERTIFICATE_NO	VARCHAR2(200)	
17	TB_PROCESS_APPLY_SYSTEM	CREATE_TIME	DATE(7)	
18	TB_PROCESS_APPLY_SYSTEM	STATE	VARCHAR2(200)	
19	TB_PROCESS_APPLY_SYSTEM	PROCESSID	VARCHAR2(200)	
20	TB_PROCESS_APPLY_SYSTEM	C_EDITABLE	VARCHAR2(1)	客户是否可编辑
21	TB_PROCESS_APPLY_SYSTEM	APPLYTYPE	VARCHAR2(1)	
22	TB_PROCESS_APPLY_SYSTEM_LOG	ID	NUMBER(22)	
23	TB_PROCESS_APPLY_SYSTEM_LOG	EMP_ID	NUMBER(22)	
24	TB_PROCESS_APPLY_SYSTEM_LOG	LOG	VARCHAR2(1000)	
25	TB_PROCESS_APPLY_SYSTEM_LOG	BUSINESSID	NUMBER(22)	
26	TB_PROCESS_APPLY_SYSTEM_MSG	ID	NUMBER(22)	
27	TB_PROCESS_APPLY_SYSTEM_MSG	EMP_ID	NUMBER(22)	
28	TB_PROCESS_APPLY_SYSTEM_MSG	MESSAGE	VARCHAR2(500)	
29	TB_PROCESS_APPLY_SYSTEM_MSG	BUSINESSID	NUMBER(22)	
30	TB_PROCESS_BROBRO_REL	ID	NUMBER(22)	主键
31	TB_PROCESS_BROBRO_REL	CHILD_BORKER_ID	VARCHAR2(255)	子居间ID
32	TB_PROCESS_BROBRO_REL	PARENT_BROKER_ID	NUMBER(22)	父居间ID
33	TB_PROCESS_BROBRO_REL	PROCESS_ID	VARCHAR2(100)	流程实例ID
34	TB_PROCESS_BROBRO_REL	PROCESS_INFO	VARCHAR2(100)	流程状态
35	TB_PROCESS_BROBRO_REL	CREATE_TIME	DATE(7)	发起日期
36	TB_PROCESS_BROBRO_REL	FILE_PATH	VARCHAR2(500)	文件路径
37	TB_PROCESS_BROCLI_REL	ID	NUMBER(22)	
38	TB_PROCESS_BROCLI_REL	COOPERATE_ID	NUMBER(22)	居间表id
39	TB_PROCESS_BROCLI_REL	EMP_ID	NUMBER(22)	员工表id
40	TB_PROCESS_BROCLI_REL	COOPERATE_TYPE	NUMBER(22)	居间类型(1为普通居间，2为员工居间)
41	TB_PROCESS_BROCLI_REL	CLIENT_ID	NUMBER(22)	客户id
42	TB_PROCESS_BROCLI_REL	PROCESS_ID	VARCHAR2(100)	流程实例id
43	TB_PROCESS_BROCLI_REL	STATUS	NUMBER(22)	状态
44	TB_PROCESS_BROCLI_REL	CREATE_TIME	DATE(7)	发起日期
45	TB_PROCESS_BROCLI_REL	PROCESS_INFO	VARCHAR2(100)	流程实例到达状态
46	TB_PROCESS_BROCLI_REL	FILE_PATH	VARCHAR2(500)	文件路径
47	TB_PROCESS_CHANGEBROBRO_REL	ID	NUMBER(22)	
48	TB_PROCESS_CHANGEBROBRO_REL	BEFORE_PBORKER_ACCOUNT	VARCHAR2(100)	
49	TB_PROCESS_CHANGEBROBRO_REL	AFTER_PBROKER_ACCOUNT	VARCHAR2(100)	
50	TB_PROCESS_CHANGEBROBRO_REL	PROCESS_ID	VARCHAR2(200)	
51	TB_PROCESS_CHANGEBROBRO_REL	PROCESS_INFO	VARCHAR2(100)	
52	TB_PROCESS_CHANGEBROBRO_REL	CREATE_TIME	DATE(7)	
53	TB_PROCESS_CHANGEBROBRO_REL	FILE_PATH	VARCHAR2(500)	
54	TB_PROCESS_CHANGEBROBRO_REL	BROKER_ACCOUNT	VARCHAR2(100)	
55	TB_PROCESS_CHANGEBROCLI_REL	ID	NUMBER(22)	
56	TB_PROCESS_CHANGEBROCLI_REL	BEF_JUJIAN_ID	NUMBER(22)	修改前挂靠居间id
57	TB_PROCESS_CHANGEBROCLI_REL	AFT_JUJIAN_ID	NUMBER(22)	修改后挂靠居间id
58	TB_PROCESS_CHANGEBROCLI_REL	CLIENT_ID	NUMBER(22)	客户id
59	TB_PROCESS_CHANGEBROCLI_REL	OPERATE_TYPE	NUMBER(22)	"操作类型(1为居间->居间，2为居间->员工,3为员工->员工，4为员工->居间)"
60	TB_PROCESS_CHANGEBROCLI_REL	PROCESS_ID	VARCHAR2(100)	流程
61	TB_PROCESS_CHANGEBROCLI_REL	STATUS	NUMBER(22)	状态
62	TB_PROCESS_CHANGEBROCLI_REL	CREATE_TIME	DATE(7)	发起日期
63	TB_PROCESS_CHANGEBROCLI_REL	JUJIAN_ACCOUNT	VARCHAR2(100)	新居间的账号
64	TB_PROCESS_CHANGEBROCLI_REL	FILE_PATH	VARCHAR2(500)	文件路径
65	TB_PROCESS_CHANGE_INFO	ID	NUMBER(22)	
66	TB_PROCESS_CHANGE_INFO	FUNDACCOUNT	VARCHAR2(200)	
67	TB_PROCESS_CHANGE_INFO	USERNAME	VARCHAR2(200)	
68	TB_PROCESS_CHANGE_INFO	TRUENAME	VARCHAR2(200)	
69	TB_PROCESS_CHANGE_INFO	MESSAGE	VARCHAR2(1000)	
70	TB_PROCESS_CHANGE_INFO	CERTIFICATE_NO	VARCHAR2(200)	
71	TB_PROCESS_CHANGE_INFO	CREATE_TIME	DATE(7)	
72	TB_PROCESS_CHANGE_INFO	STATE	VARCHAR2(200)	
73	TB_PROCESS_CHANGE_INFO	PROCESSID	VARCHAR2(200)	
74	TB_PROCESS_CHANGE_INFO	C_EDITABLE	VARCHAR2(1)	客户是否可编辑
75	TB_PROCESS_CHANGE_INFO_LOG	ID	NUMBER(22)	
76	TB_PROCESS_CHANGE_INFO_LOG	EMP_ID	NUMBER(22)	
77	TB_PROCESS_CHANGE_INFO_LOG	LOG	VARCHAR2(1000)	
78	TB_PROCESS_CHANGE_INFO_LOG	BUSINESSID	NUMBER(22)	
79	TB_PROCESS_CHANGE_INFO_MSG	ID	NUMBER(22)	
80	TB_PROCESS_CHANGE_INFO_MSG	EMP_ID	NUMBER(22)	
81	TB_PROCESS_CHANGE_INFO_MSG	MESSAGE	VARCHAR2(500)	
82	TB_PROCESS_CHANGE_INFO_MSG	BUSINESSID	NUMBER(22)	
83	TB_PROCESS_CHANGE_SYSTEM	ID	NUMBER(22)	
84	TB_PROCESS_CHANGE_SYSTEM	FUNDACCOUNT	VARCHAR2(200)	
85	TB_PROCESS_CHANGE_SYSTEM	USERNAME	VARCHAR2(200)	
86	TB_PROCESS_CHANGE_SYSTEM	TRUENAME	VARCHAR2(200)	
87	TB_PROCESS_CHANGE_SYSTEM	MESSAGE	VARCHAR2(1000)	
88	TB_PROCESS_CHANGE_SYSTEM	CERTIFICATE_NO	VARCHAR2(200)	
89	TB_PROCESS_CHANGE_SYSTEM	CREATE_TIME	DATE(7)	
90	TB_PROCESS_CHANGE_SYSTEM	STATE	VARCHAR2(200)	
91	TB_PROCESS_CHANGE_SYSTEM	PROCESSID	VARCHAR2(200)	
92	TB_PROCESS_CHANGE_SYSTEM	C_EDITABLE	VARCHAR2(1)	
93	TB_PROCESS_CHANGE_SYSTEM	CHANGETYPE	VARCHAR2(1)	
94	TB_PROCESS_CHANGE_SYSTEM_LOG	ID	NUMBER(22)	
95	TB_PROCESS_CHANGE_SYSTEM_LOG	EMP_ID	NUMBER(22)	
96	TB_PROCESS_CHANGE_SYSTEM_LOG	LOG	VARCHAR2(1000)	
97	TB_PROCESS_CHANGE_SYSTEM_LOG	BUSINESSID	NUMBER(22)	
98	TB_PROCESS_CHANGE_SYSTEM_MSG	ID	NUMBER(22)	
99	TB_PROCESS_CHANGE_SYSTEM_MSG	EMP_ID	NUMBER(22)	
100	TB_PROCESS_CHANGE_SYSTEM_MSG	MESSAGE	VARCHAR2(500)	
101	TB_PROCESS_CHANGE_SYSTEM_MSG	BUSINESSID	NUMBER(22)	
102	TB_PROCESS_CRJ	ID	NUMBER(22)	
103	TB_PROCESS_CRJ	FUNDACCOUNT	VARCHAR2(200)	
104	TB_PROCESS_CRJ	USERNAME	VARCHAR2(200)	
105	TB_PROCESS_CRJ	TRUENAME	VARCHAR2(200)	
106	TB_PROCESS_CRJ	MESSAGE	VARCHAR2(1000)	
107	TB_PROCESS_CRJ	CERTIFICATE_NO	VARCHAR2(200)	
108	TB_PROCESS_CRJ	CREATE_TIME	DATE(7)	
109	TB_PROCESS_CRJ	STATE	VARCHAR2(200)	
110	TB_PROCESS_CRJ	PROCESSID	VARCHAR2(200)	
111	TB_PROCESS_CRJ	C_EDITABLE	VARCHAR2(1)	客户是否可编辑
112	TB_PROCESS_CRJ_LOG	ID	NUMBER(22)	
113	TB_PROCESS_CRJ_LOG	FUNDACCOUNT	VARCHAR2(200)	
114	TB_PROCESS_CRJ_LOG	USERNAME	VARCHAR2(200)	
115	TB_PROCESS_CRJ_LOG	TRUENAME	VARCHAR2(200)	
116	TB_PROCESS_CRJ_LOG	MESSAGE	VARCHAR2(1000)	
117	TB_PROCESS_CRJ_LOG	CERTIFICATE_NO	VARCHAR2(200)	
118	TB_PROCESS_CRJ_LOG	CREATE_TIME	DATE(7)	
119	TB_PROCESS_CRJ_LOG	STATE	VARCHAR2(200)	
120	TB_PROCESS_CRJ_LOG	PROCESSID	VARCHAR2(200)	
121	TB_PROCESS_CRJ_LOG	EMP_ID	NUMBER(22)	
122	TB_PROCESS_CRJ_LOG	EMP_NAME	VARCHAR2(200)	
123	TB_PROCESS_CRJ_MESSAGE	ID	NUMBER(22)	
124	TB_PROCESS_CRJ_MESSAGE	PROCESS_CRJ_ID	NUMBER(22)	
125	TB_PROCESS_CRJ_MESSAGE	EMPLOYEE_ID	NUMBER(22)	
126	TB_PROCESS_CRJ_MESSAGE	MESSAGE	VARCHAR2(1000)	
127	TB_PROCESS_LHMJ_BAOMING_LOG	ID	NUMBER(22)	
128	TB_PROCESS_LHMJ_BAOMING_LOG	EMP_ID	NUMBER(22)	
129	TB_PROCESS_LHMJ_BAOMING_LOG	LOG	VARCHAR2(1000)	
130	TB_PROCESS_LHMJ_BAOMING_LOG	CREATE_DATE	DATE(7)	
131	TB_PROCESS_LHMJ_BAOMING_MSG	ID	NUMBER(22)	
132	TB_PROCESS_LHMJ_BAOMING_MSG	EMP_ID	NUMBER(22)	
133	TB_PROCESS_LHMJ_BAOMING_MSG	MESSAGE	VARCHAR2(500)	
134	TB_PROCESS_LHMJ_BAOMING_MSG	BUSINESSID	NUMBER(22)	
135	TB_PROCESS_LHMJ_BAOMING_MSG	CREATE_DATE	DATE(7)	
136	TB_PROCESS_MATCH	ID	NUMBER(22)	
137	TB_PROCESS_MATCH	CLIENT_QH_ID	NUMBER(22)	
138	TB_PROCESS_MATCH	CREATE_TIME	DATE(7)	
139	TB_PROCESS_MATCH	USERNAME	VARCHAR2(200)	
140	TB_PROCESS_MATCH	TRUENAME	VARCHAR2(200)	
141	TB_PROCESS_MATCH	CERTIFICATE_NO	VARCHAR2(200)	
142	TB_PROCESS_MATCH	STATE	VARCHAR2(200)	
143	TB_PROCESS_MATCH	PROCESSID	VARCHAR2(200)	
144	TB_PROCESS_MATCH	C_EDITABLE	VARCHAR2(2)	
145	TB_PROCESS_MATCH	APPLY_TYPE	VARCHAR2(200)	
146	TB_PROCESS_MATCH	MESSAGE	VARCHAR2(1000)	
147	TB_PROCESS_MATCH	PROCESSNAME	VARCHAR2(200)	
148	TB_PROCESS_MATCH_APPLY	ID	NUMBER(22)	
149	TB_PROCESS_MATCH_APPLY	FUNDACCOUNT	VARCHAR2(200)	
150	TB_PROCESS_MATCH_APPLY	USERNAME	VARCHAR2(200)	
151	TB_PROCESS_MATCH_APPLY	TRUENAME	VARCHAR2(200)	
152	TB_PROCESS_MATCH_APPLY	MESSAGE	VARCHAR2(1000)	
153	TB_PROCESS_MATCH_APPLY	CERTIFICATE_NO	VARCHAR2(200)	
154	TB_PROCESS_MATCH_APPLY	CREATE_TIME	DATE(7)	
155	TB_PROCESS_MATCH_APPLY	PROCESSID	VARCHAR2(200)	
156	TB_PROCESS_MATCH_APPLY	C_EDITABLE	VARCHAR2(1)	客户是否可编辑
157	TB_PROCESS_MATCH_APPLY	STATE	VARCHAR2(200)	
158	TB_PROCESS_MATCH_APPLY	TYPE	VARCHAR2(1)	参赛/退赛
159	TB_PROCESS_MATCH_APPLY_LOG	ID	NUMBER(22)	
160	TB_PROCESS_MATCH_APPLY_LOG	EMP_ID	NUMBER(22)	
161	TB_PROCESS_MATCH_APPLY_LOG	LOG	VARCHAR2(1000)	
162	TB_PROCESS_MATCH_APPLY_LOG	BUSINESSID	NUMBER(22)	
163	TB_PROCESS_MATCH_APPLY_MSG	ID	NUMBER(22)	
164	TB_PROCESS_MATCH_APPLY_MSG	EMP_ID	NUMBER(22)	
165	TB_PROCESS_MATCH_APPLY_MSG	MESSAGE	VARCHAR2(500)	
166	TB_PROCESS_MATCH_APPLY_MSG	BUSINESSID	NUMBER(22)	
167	TB_PROCESS_MATCH_LOG	ID	NUMBER(22)	
168	TB_PROCESS_MATCH_LOG	EMPLOYEE_ID	NUMBER(22)	
169	TB_PROCESS_MATCH_LOG	LOG	VARCHAR2(1000)	
170	TB_PROCESS_MATCH_MSG	ID	NUMBER(22)	
171	TB_PROCESS_MATCH_MSG	PROCESS_MATCH_ID	NUMBER(22)	
172	TB_PROCESS_MATCH_MSG	EMPLOYEE_ID	NUMBER(22)	
173	TB_PROCESS_MATCH_MSG	MESSAGE	VARCHAR2(1000)	
174	TB_PROCESS_MODEL	ID	NUMBER(22)	
175	TB_PROCESS_MODEL	JBPM_DEPLOYMENT_NAME	VARCHAR2(200)	
176	TB_PROCESS_MODEL	PROCESS_MODEL_NAME	VARCHAR2(200)	
177	TB_PROCESS_MODEL	JBPM_DEPLOYMENT_KEY	VARCHAR2(200)	
178	TB_PROCESS_MODEL	PROCESS_MODEL_PIC	VARCHAR2(200)	
179	TB_PROCESS_MODEL	CREATE_TIME	DATE(7)	
180	TB_PROCESS_MODEL	BUSINESS_TABLE	VARCHAR2(200)	
181	TB_PROCESS_MODEL	PROCESS_MODEL_FILE	VARCHAR2(200)	
182	TB_PROCESS_MODEL	DELPOYEEID	VARCHAR2(200)	
183	TB_PROCESS_MODEL	PROC_TYPE	VARCHAR2(50)	
184	TB_PROCESS_MODEL	SRC_CODE	VARCHAR2(50)	
185	TB_PROCESS_MODIFY_COOPERATE	ID	NUMBER(22)	
186	TB_PROCESS_MODIFY_COOPERATE	BROKERINFOID	VARCHAR2(50)	
187	TB_PROCESS_MODIFY_COOPERATE	CONTACT_TEL	VARCHAR2(50)	
188	TB_PROCESS_MODIFY_COOPERATE	BANK_NAME	VARCHAR2(100)	
189	TB_PROCESS_MODIFY_COOPERATE	BANK_ACCOUNT_NO	VARCHAR2(50)	
190	TB_PROCESS_MODIFY_COOPERATE	CERTIFICATE_NO	VARCHAR2(50)	
191	TB_PROCESS_MODIFY_COOPERATE	CERT_EFFECTIVE_DATE	DATE(7)	
192	TB_PROCESS_MODIFY_COOPERATE	IS_DEFAULT_PRICE	NUMBER(22)	
193	TB_PROCESS_MODIFY_COOPERATE	IS_CONST	NUMBER(22)	
194	TB_PROCESS_MODIFY_COOPERATE	DEFAULT_PRICE	NUMBER(22)	
195	TB_PROCESS_MODIFY_COOPERATE	PROCESS_ID	VARCHAR2(600)	
196	TB_PROCESS_MODIFY_COOPERATE	COMPANY_NAME	VARCHAR2(50)	
197	TB_PROCESS_MODIFY_COOPERATE	CONTACT_ADDRESS	VARCHAR2(100)	
198	TB_PROCESS_MODIFY_COOPERATE	CONTACT_MAIL	VARCHAR2(50)	
199	TB_PROCESS_MODIFY_COOPERATE	CONTACT_MSN	VARCHAR2(50)	
200	TB_PROCESS_MODIFY_COOPERATE	CITY	VARCHAR2(50)	
201	TB_PROCESS_MODIFY_COOPERATE	CONTACT_ZIP	VARCHAR2(50)	
202	TB_PROCESS_MSG	ID	NUMBER(22)	
203	TB_PROCESS_MSG	PROCESS_KEY	VARCHAR2(200)	
204	TB_PROCESS_MSG	PROCESS_ID	VARCHAR2(200)	
205	TB_PROCESS_MSG	MESSAGE	VARCHAR2(600)	
206	TB_PROCESS_MSG	CREATE_TIME	DATE(7)	
207	TB_WEIXIN_NOTICE	ID	NUMBER(22)	
208	TB_WEIXIN_NOTICE	SOURCE	VARCHAR2(40)	
209	TB_WEIXIN_NOTICE	TITLE	VARCHAR2(100)	
210	TB_WEIXIN_NOTICE	HREF	VARCHAR2(500)	
211	TB_WEIXIN_NOTICE	PICTURE	VARCHAR2(500)	
212	TB_WEIXIN_NOTICE	OPERATERNAME	VARCHAR2(100)	
213	TB_WEIXIN_NOTICE	OPERATERTIME	VARCHAR2(20)	
214	TB_WEIXIN_NOTICE	ISPUSH	NUMBER(22)	
215	TB_WEIXIN_NOTICE	SHOWTIME	VARCHAR2(20)	
216	TB_WEIXIN_NOTICE	STATE	VARCHAR2(5)	
217	TB_WEIXIN_NOTICE	HITS	VARCHAR2(10)	
218	TB_WEIXIN_NOTICE	EDITORHITS	NUMBER(22)	
219	TB_WEIXIN_NOTICE	SUBTITLE	VARCHAR2(100)	副标题
220	TB_OPTIONS_CONFIG	ID	NUMBER(22)	
221	TB_OPTIONS_CONFIG	KEY	VARCHAR2(100)	
222	TB_OPTIONS_CONFIG	VALUE	VARCHAR2(100)	
223	TEMP_TAB_COLUMNS	NUM_NULLS	VARCHAR2(100)	
224	TEMP_TAB_COLUMNS	NUM_BUCKETS	VARCHAR2(100)	
225	TEMP_TAB_COLUMNS	LAST_ANALYZED	DATE(7)	
226	TEMP_TAB_COLUMNS	SAMPLE_SIZE	VARCHAR2(100)	
227	TEMP_TAB_COLUMNS	CHARACTER_SET_NAME	VARCHAR2(100)	
228	TEMP_TAB_COLUMNS	CHAR_COL_DECL_LENGTH	VARCHAR2(100)	
229	TEMP_TAB_COLUMNS	GLOBAL_STATS	VARCHAR2(100)	
230	TEMP_TAB_COLUMNS	USER_STATS	VARCHAR2(100)	
231	TEMP_TAB_COLUMNS	AVG_COL_LEN	VARCHAR2(100)	
232	TEMP_TAB_COLUMNS	CHAR_LENGTH	VARCHAR2(100)	
233	TEMP_TAB_COLUMNS	CHAR_USED	VARCHAR2(100)	
234	TEMP_TAB_COLUMNS	V80_FMT_IMAGE	VARCHAR2(100)	
235	TEMP_TAB_COLUMNS	DATA_UPGRADED	VARCHAR2(100)	
236	TEMP_TAB_COLUMNS	HISTOGRAM	VARCHAR2(100)	
237	TEXT_IMPORT_BROKER_INFO	BROKER_ACCOUNT	VARCHAR2(50)	
238	TEXT_IMPORT_BROKER_INFO	CONTRACT_NUM	VARCHAR2(50)	
239	TEXT_IMPORT_BROKER_INFO	BROKER_NAME	VARCHAR2(50)	
240	TEXT_IMPORT_BROKER_INFO	IDENTITY_CARD_NO	VARCHAR2(50)	
241	TEXT_IMPORT_BROKER_INFO	CONTACT_NAME	VARCHAR2(50)	
242	TEXT_IMPORT_BROKER_INFO	CONTACT_TEL	VARCHAR2(100)	
243	TEXT_IMPORT_BROKER_INFO	CONTAC_ADD	VARCHAR2(100)	
244	TEXT_IMPORT_BROKER_INFO	EMAIL	VARCHAR2(50)	
245	TEXT_IMPORT_BROKER_INFO	BANK_NAME	VARCHAR2(50)	
246	TEXT_IMPORT_BROKER_INFO	BANK_ACCOUT	VARCHAR2(50)	
247	TEXT_IMPORT_BROKER_INFO	MARKET	VARCHAR2(50)	
248	TEXT_IMPORT_BROKER_INFO	COMMIT	VARCHAR2(50)	
249	TEXT_IMPORT_BROKER_INFO	SIGN_DATE	DATE(7)	
250	TEXT_IMPORT_BROKER_INFO	EXPIRE_DATE	DATE(7)	
251	TEXT_IMPORT_BROKER_INFO	SRC_COMPANY	VARCHAR2(50)	
252	TEXT_IMPORT_BROKER_INFO	SRC_EMP	VARCHAR2(50)	
253	TEXT_IMPORT_THIRD_PARTY	ACC_NO	VARCHAR2(10)	
254	TEXT_IMPORT_THIRD_PARTY	CLIENT_NAME	VARCHAR2(30)	
255	TEXT_IMPORT_THIRD_PARTY	MARKET	VARCHAR2(10)	
256	TEXT_IMPORT_THIRD_PARTY	FIRST_AUTHORIZER	VARCHAR2(30)	
257	TEXT_IMPORT_THIRD_PARTY	FIRST_AUTHORIZER_TEL	VARCHAR2(30)	
258	TEXT_IMPORT_THIRD_PARTY	AUTHORIZER_DATE	DATE(7)	
259	TEXT_IMPORT_THIRD_PARTY	CANCEL_DATE	DATE(7)	
260	TEXT_IMPORT_THIRD_PARTY	SECONED_AUTHORIZER	VARCHAR2(30)	
261	TEXT_IMPORT_THIRD_PARTY	SECONED_AUTHORIZER_TEL	VARCHAR2(30)	
262	TEXT_IMPORT_THIRD_PARTY	AUTHORIZER_DATE2	DATE(7)	
263	TEXT_IMPORT_THIRD_PARTY	CANCEL_DATE2	DATE(7)	
264	TMP2	NAME	VARCHAR2(100)	
265	TMP_996	C1	VARCHAR2(100)	
266	TMP_996	C2	VARCHAR2(100)	
267	TMP_996	C3	NUMBER(22)	
268	TMP_996	C4	VARCHAR2(100)	
269	TMP_998	C1	VARCHAR2(100)	
270	TMP_998	C2	VARCHAR2(100)	
271	TMP_998	C3	NUMBER(22)	
272	TMP_999	C1	VARCHAR2(100)	
273	TMP_999	C2	VARCHAR2(100)	
274	TMP_999	C3	NUMBER(22)	
275	TMP_999	C4	VARCHAR2(100)	
276	TMP_CODE	C1	VARCHAR2(100)	
277	TMP_CODE	C2	VARCHAR2(100)	
278	TMP_CODE	C3	VARCHAR2(100)	
279	TMP_CODE	C4	VARCHAR2(100)	
280	TMP_CODE	C5	VARCHAR2(100)	
281	TMP_CODE	C6	VARCHAR2(100)	
282	TMP_CODE	C7	VARCHAR2(100)	
283	TMP_CODE	C8	VARCHAR2(100)	
284	TMP_CODE	C9	VARCHAR2(100)	
285	TMP_CODE	C10	VARCHAR2(100)	
286	TMP_CODE	C99	NUMBER(22)	
287	TMP_CODE	PROV_CODE	VARCHAR2(100)	
288	TMP_CODE	PROV_NAME	VARCHAR2(100)	
289	TMP_CODE	CITY_CODE	VARCHAR2(100)	
290	TMP_CODE	CITY_NAME	VARCHAR2(100)	
291	TMP_CODE	COUNTY_CODE	VARCHAR2(100)	
292	TMP_CODE	COUNTY_NAME	VARCHAR2(100)	
293	WLF0312	PERSON_ID	VARCHAR2(50)	
294	WLF0312	CLIENT_ID	VARCHAR2(50)	
295	WLF0312	CLIENT_ACCOUNT_ID	VARCHAR2(50)	
296	WLF0312	MEMBER_ID	VARCHAR2(50)	
297	WLF0312	C1	VARCHAR2(50)	
298	WLF0312	C2	VARCHAR2(50)	
299	JBPM4_TASK	DBID_	NUMBER(22)	
300	JBPM4_TASK	CLASS_	CHAR(2)	
301	JBPM4_TASK	DBVERSION_	NUMBER(22)	
302	JBPM4_TASK	NAME_	VARCHAR2(510)	
303	JBPM4_TASK	DESCR_	CLOB(4000)	
304	JBPM4_TASK	STATE_	VARCHAR2(510)	
305	JBPM4_TASK	SUSPHISTSTATE_	VARCHAR2(510)	
306	JBPM4_TASK	ASSIGNEE_	VARCHAR2(510)	
307	JBPM4_TASK	FORM_	VARCHAR2(510)	
308	JBPM4_TASK	PRIORITY_	NUMBER(22)	
309	JBPM4_TASK	CREATE_	TIMESTAMP(6)(11)	
310	JBPM4_TASK	DUEDATE_	TIMESTAMP(6)(11)	
311	JBPM4_TASK	PROGRESS_	NUMBER(22)	
312	JBPM4_TASK	SIGNALLING_	NUMBER(22)	
313	JBPM4_TASK	EXECUTION_ID_	VARCHAR2(510)	
314	JBPM4_TASK	ACTIVITY_NAME_	VARCHAR2(510)	
315	JBPM4_TASK	HASVARS_	NUMBER(22)	
316	JBPM4_TASK	SUPERTASK_	NUMBER(22)	
317	JBPM4_TASK	EXECUTION_	NUMBER(22)	
318	JBPM4_TASK	PROCINST_	NUMBER(22)	
319	JBPM4_TASK	SWIMLANE_	NUMBER(22)	
320	JBPM4_TASK	TASKDEFNAME_	VARCHAR2(510)	
321	JBPM4_VARIABLE	DBID_	NUMBER(22)	
322	JBPM4_VARIABLE	CLASS_	VARCHAR2(510)	
323	JBPM4_VARIABLE	DBVERSION_	NUMBER(22)	
324	JBPM4_VARIABLE	KEY_	VARCHAR2(510)	
325	JBPM4_VARIABLE	CONVERTER_	VARCHAR2(510)	
326	JBPM4_VARIABLE	HIST_	NUMBER(22)	
327	JBPM4_VARIABLE	EXECUTION_	NUMBER(22)	
328	JBPM4_VARIABLE	TASK_	NUMBER(22)	
329	JBPM4_VARIABLE	LOB_	NUMBER(22)	
330	JBPM4_VARIABLE	DATE_VALUE_	TIMESTAMP(6)(11)	
331	JBPM4_VARIABLE	DOUBLE_VALUE_	FLOAT(22)	
332	JBPM4_VARIABLE	CLASSNAME_	VARCHAR2(510)	
333	JBPM4_VARIABLE	LONG_VALUE_	NUMBER(22)	
334	JBPM4_VARIABLE	STRING_VALUE_	VARCHAR2(2048)	
335	JBPM4_VARIABLE	TEXT_VALUE_	CLOB(4000)	
336	JBPM4_VARIABLE	EXESYS_	NUMBER(22)	
337	TB_USER_QUESTION_WORDS	ID	NUMBER(22)	
338	TB_USER_QUESTION_WORDS	WORDS	VARCHAR2(100)	
339	TB_USER_QUESTION_WORDS	HITS	NUMBER(22)	
340	TB_USER_QUESTION_WORDS	CREATE_TIME	DATE(7)	
341	TB_USER_QUESTION_WORDS	CREATE_ID	NUMBER(22)	
342	TB_USER_QUESTION_WORDS	MODIFY_TIME	DATE(7)	
343	TB_USER_QUESTION_WORDS	MODIFY_ID	NUMBER(22)	
344	TB_ARTICLE	ID	NUMBER(22)	??????
345	TB_ARTICLE	TITLE	VARCHAR2(500)	????
346	TB_ARTICLE	SOURCE	VARCHAR2(50)	????
347	TB_ARTICLE	HITS	NUMBER(22)	????
348	TB_ARTICLE	UPDATE_TIME	DATE(7)	????
349	TB_ARTICLE	CREATE_TIME	DATE(7)	????
350	TB_ARTICLE	TOP_TIME	DATE(7)	????
351	TB_ARTICLE	AUTHOR	VARCHAR2(50)	?????
352	TB_ARTICLE	REPORT	NUMBER(22)	??????
353	TB_ARTICLE	STATUS	NUMBER(22)	0:未审核 1:已审核  2:未通过  此字段只对那些需要审核的文章起效 
354	TB_ARTICLE	ATTACH	VARCHAR2(100)	??
355	TB_ARTICLE	PRE_TITLE	VARCHAR2(100)	????
356	TB_ARTICLE	SUB_TITLE	VARCHAR2(100)	?????
357	TB_ARTICLE	FOCUS_NEWS	NUMBER(22)	???????
358	TB_ARTICLE	SUMMARY	VARCHAR2(1000)	????
359	TB_ARTICLE	KEYWORDS	VARCHAR2(50)	???
360	TB_ARTICLE	PRIORITY	NUMBER(22)	???
