20130101,2
20130102,2
20130103,2
20130104,0
20130105,1
20130106,1
20130107,0
20130108,0
20130109,0
20130110,0
20130111,0
20130112,1
20130113,1
20130114,0
20130115,0
20130116,0
20130117,0
20130118,0
20130119,1
20130120,1
20130121,0
20130122,0
20130123,0
20130124,0
20130125,0
20130126,1
20130127,1
20130128,0
20130129,0
20130130,0
20130131,0
20130201,0
20130202,1
20130203,1
20130204,0
20130205,0
20130206,0
20130207,0
20130208,0
20130209,2
20130210,2
20130211,2
20130212,2
20130213,2
20130214,2
20130215,2
20130216,1
20130217,1
20130218,0
20130219,0
20130220,0
20130221,0
20130222,0
20130223,1
20130224,1
20130225,0
20130226,0
20130227,0
20130228,0
20130301,0
20130302,1
20130303,1
20130304,0
20130305,0
20130306,0
20130307,0
20130308,0
20130309,1
20130310,1
20130311,0
20130312,0
20130313,0
20130314,0
20130315,0
20130316,1
20130317,1
20130318,0
20130319,0
20130320,0
20130321,0
20130322,0
20130323,1
20130324,1
20130325,0
20130326,0
20130327,0
20130328,0
20130329,0
20130330,1
20130331,1
20130401,0
20130402,0
20130403,0
20130404,2
20130405,2
20130406,2
20130407,1
20130408,0
20130409,0
20130410,0
20130411,0
20130412,0
20130413,1
20130414,1
20130415,0
20130416,0
20130417,0
20130418,0
20130419,0
20130420,1
20130421,1
20130422,0
20130423,0
20130424,0
20130425,0
20130426,0
20130427,1
20130428,1
20130429,2
20130430,2
20130501,2
20130502,0
20130503,0
20130504,1
20130505,1
20130506,0
20130507,0
20130508,0
20130509,0
20130510,0
20130511,1
20130512,1
20130513,0
20130514,0
20130515,0
20130516,0
20130517,0
20130518,1
20130519,1
20130520,0
20130521,0
20130522,0
20130523,0
20130524,0
20130525,1
20130526,1
20130527,0
20130528,0
20130529,0
20130530,0
20130531,0
20130601,1
20130602,1
20130603,0
20130604,0
20130605,0
20130606,0
20130607,0
20130608,1
20130609,1
20130610,2
20130611,2
20130612,2
20130613,0
20130614,0
20130615,1
20130616,1
20130617,0
20130618,0
20130619,0
20130620,0
20130621,0
20130622,1
20130623,1
20130624,0
20130625,0
20130626,0
20130627,0
20130628,0
20130629,1
20130630,1
20130701,0
20130702,0
20130703,0
20130704,0
20130705,0
20130706,1
20130707,1
20130708,0
20130709,0
20130710,0
20130711,0
20130712,0
20130713,1
20130714,1
20130715,0
20130716,0
20130717,0
20130718,0
20130719,0
20130720,1
20130721,1
20130722,0
20130723,0
20130724,0
20130725,0
20130726,0
20130727,1
20130728,1
20130729,0
20130730,0
20130731,0
20130801,0
20130802,0
20130803,1
20130804,1
20130805,0
20130806,0
20130807,0
20130808,0
20130809,0
20130810,1
20130811,1
20130812,0
20130813,0
20130814,0
20130815,0
20130816,0
20130817,1
20130818,1
20130819,0
20130820,0
20130821,0
20130822,0
20130823,0
20130824,1
20130825,1
20130826,0
20130827,0
20130828,0
20130829,0
20130830,0
20130831,1
20130901,1
20130902,0
20130903,0
20130904,0
20130905,0
20130906,0
20130907,1
20130908,1
20130909,0
20130910,0
20130911,0
20130912,0
20130913,0
20130914,1
20130915,1
20130916,0
20130917,0
20130918,0
20130919,2
20130920,2
20130921,2
20130922,1
20130923,0
20130924,0
20130925,0
20130926,0
20130927,0
20130928,1
20130929,1
20130930,0
20131001,2
20131002,2
20131003,2
20131004,2
20131005,2
20131006,2
20131007,2
20131008,0
20131009,0
20131010,0
20131011,0
20131012,1
20131013,1
20131014,0
20131015,0
20131016,0
20131017,0
20131018,0
20131019,1
20131020,1
20131021,0
20131022,0
20131023,0
20131024,0
20131025,0
20131026,1
20131027,1
20131028,0
20131029,0
20131030,0
20131031,0
20131101,0
20131102,1
20131103,1
20131104,0
20131105,0
20131106,0
20131107,0
20131108,0
20131109,1
20131110,1
20131111,0
20131112,0
20131113,0
20131114,0
20131115,0
20131116,1
20131117,1
20131118,0
20131119,0
20131120,0
20131121,0
20131122,0
20131123,1
20131124,1
20131125,0
20131126,0
20131127,0
20131128,0
20131129,0
20131130,1
20131201,1
20131202,0
20131203,0
20131204,0
20131205,0
20131206,0
20131207,1
20131208,1
20131209,0
20131210,0
20131211,0
20131212,0
20131213,0
20131214,1
20131215,1
20131216,0
20131217,0
20131218,0
20131219,0
20131220,0
20131221,1
20131222,1
20131223,0
20131224,0
20131225,0
20131226,0
20131227,0
20131228,1
20131229,1
20131230,0
20131231,0
