20210101,2
20210102,2
20210103,2
20210104,0
20210105,0
20210106,0
20210107,0
20210108,0
20210109,1
20210110,1
20210111,0
20210112,0
20210113,0
20210114,0
20210115,0
20210116,1
20210117,1
20210118,0
20210119,0
20210120,0
20210121,0
20210122,0
20210123,1
20210124,1
20210125,0
20210126,0
20210127,0
20210128,0
20210129,0
20210130,1
20210131,1
20210201,0
20210202,0
20210203,0
20210204,0
20210205,0
20210206,1
20210207,3
20210208,0
20210209,0
20210210,0
20210211,2
20210212,2
20210213,2
20210214,2
20210215,2
20210216,2
20210217,2
20210218,0
20210219,0
20210220,3
20210221,1
20210222,0
20210223,0
20210224,0
20210225,0
20210226,0
20210227,1
20210228,1
20210301,0
20210302,0
20210303,0
20210304,0
20210305,0
20210306,1
20210307,1
20210308,0
20210309,0
20210310,0
20210311,0
20210312,0
20210313,1
20210314,1
20210315,0
20210316,0
20210317,0
20210318,0
20210319,0
20210320,1
20210321,1
20210322,0
20210323,0
20210324,0
20210325,0
20210326,0
20210327,1
20210328,1
20210329,0
20210330,0
20210331,0
20210401,0
20210402,0
20210403,2
20210404,2
20210405,2
20210406,0
20210407,0
20210408,0
20210409,0
20210410,1
20210411,1
20210412,0
20210413,0
20210414,0
20210415,0
20210416,0
20210417,1
20210418,1
20210419,0
20210420,0
20210421,0
20210422,0
20210423,0
20210424,1
20210425,3
20210426,0
20210427,0
20210428,0
20210429,0
20210430,0
20210501,2
20210502,2
20210503,2
20210504,2
20210505,2
20210506,0
20210507,0
20210508,3
20210509,1
20210510,0
20210511,0
20210512,0
20210513,0
20210514,0
20210515,1
20210516,1
20210517,0
20210518,0
20210519,0
20210520,0
20210521,0
20210522,1
20210523,1
20210524,0
20210525,0
20210526,0
20210527,0
20210528,0
20210529,1
20210530,1
20210531,0
20210601,0
20210602,0
20210603,0
20210604,0
20210605,1
20210606,1
20210607,0
20210608,0
20210609,0
20210610,0
20210611,0
20210612,2
20210613,2
20210614,2
20210615,0
20210616,0
20210617,0
20210618,0
20210619,1
20210620,1
20210621,0
20210622,0
20210623,0
20210624,0
20210625,0
20210626,1
20210627,1
20210628,0
20210629,0
20210630,0
20210701,0
20210702,0
20210703,1
20210704,1
20210705,0
20210706,0
20210707,0
20210708,0
20210709,0
20210710,1
20210711,1
20210712,0
20210713,0
20210714,0
20210715,0
20210716,0
20210717,1
20210718,1
20210719,0
20210720,0
20210721,0
20210722,0
20210723,0
20210724,1
20210725,1
20210726,0
20210727,0
20210728,0
20210729,0
20210730,0
20210731,1
20210801,1
20210802,0
20210803,0
20210804,0
20210805,0
20210806,0
20210807,1
20210808,1
20210809,0
20210810,0
20210811,0
20210812,0
20210813,0
20210814,1
20210815,1
20210816,0
20210817,0
20210818,0
20210819,0
20210820,0
20210821,1
20210822,1
20210823,0
20210824,0
20210825,0
20210826,0
20210827,0
20210828,1
20210829,1
20210830,0
20210831,0
20210901,0
20210902,0
20210903,0
20210904,1
20210905,1
20210906,0
20210907,0
20210908,0
20210909,0
20210910,0
20210911,1
20210912,1
20210913,0
20210914,0
20210915,0
20210916,0
20210917,0
20210918,3
20210919,2
20210920,2
20210921,2
20210922,0
20210923,0
20210924,0
20210925,1
20210926,3
20210927,0
20210928,0
20210929,0
20210930,0
20211001,2
20211002,2
20211003,2
20211004,2
20211005,2
20211006,2
20211007,2
20211008,0
20211009,3
20211010,1
20211011,0
20211012,0
20211013,0
20211014,0
20211015,0
20211016,1
20211017,1
20211018,0
20211019,0
20211020,0
20211021,0
20211022,0
20211023,1
20211024,1
20211025,0
20211026,0
20211027,0
20211028,0
20211029,0
20211030,1
20211031,1
20211101,0
20211102,0
20211103,0
20211104,0
20211105,0
20211106,1
20211107,1
20211108,0
20211109,0
20211110,0
20211111,0
20211112,0
20211113,1
20211114,1
20211115,0
20211116,0
20211117,0
20211118,0
20211119,0
20211120,1
20211121,1
20211122,0
20211123,0
20211124,0
20211125,0
20211126,0
20211127,1
20211128,1
20211129,0
20211130,0
20211201,0
20211202,0
20211203,0
20211204,1
20211205,1
20211206,0
20211207,0
20211208,0
20211209,0
20211210,0
20211211,1
20211212,1
20211213,0
20211214,0
20211215,0
20211216,0
20211217,0
20211218,1
20211219,1
20211220,0
20211221,0
20211222,0
20211223,0
20211224,0
20211225,1
20211226,1
20211227,0
20211228,0
20211229,0
20211230,0
20211231,0
