20140101,2
20140102,0
20140103,0
20140104,1
20140105,1
20140106,0
20140107,0
20140108,0
20140109,0
20140110,0
20140111,1
20140112,1
20140113,0
20140114,0
20140115,0
20140116,0
20140117,0
20140118,1
20140119,1
20140120,0
20140121,0
20140122,0
20140123,0
20140124,0
20140125,1
20140126,1
20140127,0
20140128,0
20140129,0
20140130,0
20140131,2
20140201,2
20140202,2
20140203,2
20140204,2
20140205,2
20140206,2
20140207,0
20140208,1
20140209,1
20140210,0
20140211,0
20140212,0
20140213,0
20140214,0
20140215,1
20140216,1
20140217,0
20140218,0
20140219,0
20140220,0
20140221,0
20140222,1
20140223,1
20140224,0
20140225,0
20140226,0
20140227,0
20140228,0
20140301,1
20140302,1
20140303,0
20140304,0
20140305,0
20140306,0
20140307,0
20140308,1
20140309,1
20140310,0
20140311,0
20140312,0
20140313,0
20140314,0
20140315,1
20140316,1
20140317,0
20140318,0
20140319,0
20140320,0
20140321,0
20140322,1
20140323,1
20140324,0
20140325,0
20140326,0
20140327,0
20140328,0
20140329,1
20140330,1
20140331,0
20140401,0
20140402,0
20140403,0
20140404,0
20140405,2
20140406,2
20140407,2
20140408,0
20140409,0
20140410,0
20140411,0
20140412,1
20140413,1
20140414,0
20140415,0
20140416,0
20140417,0
20140418,0
20140419,1
20140420,1
20140421,0
20140422,0
20140423,0
20140424,0
20140425,0
20140426,1
20140427,1
20140428,0
20140429,0
20140430,0
20140501,2
20140502,2
20140503,2
20140504,1
20140505,0
20140506,0
20140507,0
20140508,0
20140509,0
20140510,1
20140511,1
20140512,0
20140513,0
20140514,0
20140515,0
20140516,0
20140517,1
20140518,1
20140519,0
20140520,0
20140521,0
20140522,0
20140523,0
20140524,1
20140525,1
20140526,0
20140527,0
20140528,0
20140529,0
20140530,0
20140531,2
20140601,2
20140602,2
20140603,0
20140604,0
20140605,0
20140606,0
20140607,1
20140608,1
20140609,0
20140610,0
20140611,0
20140612,0
20140613,0
20140614,1
20140615,1
20140616,0
20140617,0
20140618,0
20140619,0
20140620,0
20140621,1
20140622,1
20140623,0
20140624,0
20140625,0
20140626,0
20140627,0
20140628,1
20140629,1
20140630,0
20140701,0
20140702,0
20140703,0
20140704,0
20140705,1
20140706,1
20140707,0
20140708,0
20140709,0
20140710,0
20140711,0
20140712,1
20140713,1
20140714,0
20140715,0
20140716,0
20140717,0
20140718,0
20140719,1
20140720,1
20140721,0
20140722,0
20140723,0
20140724,0
20140725,0
20140726,1
20140727,1
20140728,0
20140729,0
20140730,0
20140731,0
20140801,0
20140802,1
20140803,1
20140804,0
20140805,0
20140806,0
20140807,0
20140808,0
20140809,1
20140810,1
20140811,0
20140812,0
20140813,0
20140814,0
20140815,0
20140816,1
20140817,1
20140818,0
20140819,0
20140820,0
20140821,0
20140822,0
20140823,1
20140824,1
20140825,0
20140826,0
20140827,0
20140828,0
20140829,0
20140830,1
20140831,1
20140901,0
20140902,0
20140903,0
20140904,0
20140905,0
20140906,2
20140907,2
20140908,2
20140909,0
20140910,0
20140911,0
20140912,0
20140913,1
20140914,1
20140915,0
20140916,0
20140917,0
20140918,0
20140919,0
20140920,1
20140921,1
20140922,0
20140923,0
20140924,0
20140925,0
20140926,0
20140927,1
20140928,1
20140929,0
20140930,0
20141001,2
20141002,2
20141003,2
20141004,2
20141005,2
20141006,2
20141007,2
20141008,0
20141009,0
20141010,0
20141011,1
20141012,1
20141013,0
20141014,0
20141015,0
20141016,0
20141017,0
20141018,1
20141019,1
20141020,0
20141021,0
20141022,0
20141023,0
20141024,0
20141025,1
20141026,1
20141027,0
20141028,0
20141029,0
20141030,0
20141031,0
20141101,1
20141102,1
20141103,0
20141104,0
20141105,0
20141106,0
20141107,0
20141108,1
20141109,1
20141110,0
20141111,0
20141112,0
20141113,0
20141114,0
20141115,1
20141116,1
20141117,0
20141118,0
20141119,0
20141120,0
20141121,0
20141122,1
20141123,1
20141124,0
20141125,0
20141126,0
20141127,0
20141128,0
20141129,1
20141130,1
20141201,0
20141202,0
20141203,0
20141204,0
20141205,0
20141206,1
20141207,1
20141208,0
20141209,0
20141210,0
20141211,0
20141212,0
20141213,1
20141214,1
20141215,0
20141216,0
20141217,0
20141218,0
20141219,0
20141220,1
20141221,1
20141222,0
20141223,0
20141224,0
20141225,0
20141226,0
20141227,1
20141228,1
20141229,0
20141230,0
20141231,0
